Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",26y 74d,160 (105-0-55 65.63%),64 (0.40),18 (15-0-3 83.33%),6 (0.33)
17,"Beams, Dayne",20y 176d,36 (25-1-10 70.83%),37 (1.03),←,
15,"Brown, Leigh",28y 165d,217 (105-2-110 48.85%),107 (0.49),36 (27-1-8 76.39%),23 (0.64)
32,"Cloke, Travis",23y 155d,117 (69-1-47 59.40%),142 (1.21),←,
1,"Davis, Leon",29y 51d,201 (108-1-92 53.98%),259 (1.29),←,
31,"Dawes, Chris",22y 83d,23 (19-0-4 82.61%),33 (1.43),←,
4,"Didak, Alan",27y 173d,176 (105-0-71 59.66%),247 (1.40),←,
6,"Goldsack, Tyson",23y 77d,52 (32-0-20 61.54%),5 (0.10),←,
26,"Johnson, Ben",29y 124d,202 (113-0-89 55.94%),60 (0.30),←,
18,"Jolly, Darren",28y 274d,185 (101-3-81 55.41%),87 (0.47),19 (15-1-3 81.58%),17 (0.89)
8,"Lumumba, Heritier",23y 265d,104 (65-1-38 62.98%),12 (0.12),←,
30,"Macaffer, Brent",22y 160d,19 (12-1-6 65.79%),13 (0.68),←,
5,"Maxwell, Nick",27y 65d,133 (77-1-55 58.27%),26 (0.20),←,
10,"Pendlebury, Scott",22y 212d,95 (59-1-35 62.63%),56 (0.59),←,
35,"Prestigiacomo, Simon",32y 188d,232 (108-1-123 46.77%),3 (0.01),←,
20,"Reid, Ben",21y 100d,24 (14-1-9 60.42%),3 (0.13),←,
39,"Shaw, Heath",24y 253d,108 (65-1-42 60.65%),23 (0.21),←,
22,"Sidebottom, Steele",19y 217d,29 (21-1-7 74.14%),19 (0.66),←,
36,"Swan, Dane",26y 163d,144 (83-1-60 57.99%),92 (0.64),←,
13,"Thomas, Dale",23y 47d,104 (65-1-38 62.98%),79 (0.76),←,
34,"Toovey, Alan",23y 137d,60 (41-1-18 69.17%),8 (0.13),←,
21,"Wellingham, Sharrod",22y 31d,45 (31-1-13 70.00%),21 (0.47),←,
Totals,Totals,24y 328d,2466 (1423-20-1023 57.70%),1396 (0.57),,
C,"Malthouse, Mick",56y 355d,632 (359-5-268 57.20%),,254 (136-1-117 53.74%),
