St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 219d,81 (40-0-41 49.38%),26 (0.32),←,
16,"Butler, Dan",26y 309d,109 (64-0-45 58.72%),124 (1.14),64 (33-0-31 51.56%),71 (1.11)
13,"Byrnes, Ryan",21y 340d,32 (20-0-12 62.50%),6 (0.19),←,
23,"Bytel, Jack",23y 25d,18 (9-0-9 50.00%),3 (0.17),←,
47,"Caminiti, Anthony",19y 120d,4 (4-0-0 100.00%),5 (1.25),←,
11,"Clark, Hunter",24y 13d,72 (31-1-40 43.75%),8 (0.11),←,
21,"Cordy, Zaine",26y 163d,122 (67-0-55 54.92%),16 (0.13),4 (4-0-0 100.00%),4 (1.00)
5,"Crouch, Brad",29y 84d,140 (72-0-68 51.43%),48 (0.34),45 (24-0-21 53.33%),14 (0.31)
4,"Gresham, Jade",25y 227d,117 (55-1-61 47.44%),120 (1.03),←,
22,"Higgins, Jack",24y 20d,84 (51-1-32 61.31%),96 (1.14),41 (21-0-20 51.22%),67 (1.63)
8,"Hill, Bradley",29y 273d,215 (130-0-85 60.47%),93 (0.43),66 (36-0-30 54.55%),14 (0.21)
20,"Howard, Dougal",27y 14d,106 (55-0-51 51.89%),15 (0.14),61 (32-0-29 52.46%),1 (0.02)
19,"Marshall, Rowan",27y 135d,90 (43-0-47 47.78%),45 (0.50),←,
10,"Owens, Mitch",19y 196d,11 (6-0-5 54.55%),11 (1.00),←,
33,"Paton, Ben",24y 171d,59 (30-0-29 50.85%),4 (0.07),←,
25,"Phillipou, Mattaes",18y 102d,4 (4-0-0 100.00%),5 (1.25),←,
6,"Ross, Sebastian",29y 336d,184 (75-2-107 41.30%),33 (0.18),←,
35,"Sinclair, Jack",28y 55d,145 (64-1-80 44.48%),48 (0.33),←,
14,"Stocker, Liam",23y 75d,32 (12-0-20 37.50%),2 (0.06),4 (4-0-0 100.00%),
7,"Wanganeen-Milera, Nasiah",20y 45d,21 (12-0-9 57.14%),1 (0.05),←,
44,"Wilkie, Callum",27y 29d,89 (45-0-44 50.56%),1 (0.01),←,
17,"Windhager, Marcus",19y 327d,21 (12-0-9 57.14%),6 (0.29),←,
32,"Wood, Mason",29y 207d,97 (51-0-46 52.58%),100 (1.03),32 (21-0-11 65.63%),24 (0.75)
Totals,Totals,24y 279d,1853 (952-6-895 51.38%),816 (0.44),,
C,"Lyon, Ross",56y 151d,309 (176-5-128 57.77%),,125 (80-4-41 65.60%),
