Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Beveridge, Luke",7,4,3,10,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",14,5,5,19,,,,1.0,,,,,1.0,,,,,,,,,,
26,"Cox, Simon",4,3,,4,1,1.0,,,,,,,,,,,,,,,,,
3,"Grant, Chris",8,5,3,11,1,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,
1,"Grgic, Ilija",6,2,1,7,1,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,
29,"Griffin, Daryl",8,2,2,10,,,,3.0,,,,,,,,,,,,,,,
6,"Johnson, Brad",10,2,3,13,,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
2,"Kolyniuk, Steven",13,6,3,16,,2.0,,2.0,,,,,,2.0,,,,,,,,,
39,"Liberatore, Tony",8,,3,11,1,,,3.0,,,,,3.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",9,3,6,15,1,,,5.0,,,,,1.0,1.0,,,,,,,,,
23,"Martin, Michael",4,4,3,7,1,,,1.0,,,,,,,,,,,,,,,
9,"Nicholson, Brad",7,2,3,10,,,,1.0,,,,,1.0,,,,,,,,,,
44,"Osborne, Richard",4,2,4,8,,,,,,,,,,1.0,,,,,,,,,
21,"Phillipou, Sam",9,5,4,13,2,,,1.0,,,,,,,,,,,,,,,
11,"Romero, Jose",16,4,1,17,,,,1.0,,,,,2.0,1.0,,,,,,,,,
5,"Smith, Rohan",13,2,2,15,,,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Southern, Daniel",1,,3,4,,,,2.0,,,,,1.0,2.0,,,,,,,,,
17,"Standfield, Barry",17,1,1,18,,,,,,,,,4.0,1.0,,,,,,,,,
24,"Wallis, Stephen",9,4,1,10,,,1.0,1.0,,,,,,,,,,,,,,,
7,"West, Scott",15,3,13,28,,1.0,1.0,,,,,,2.0,,2.0,,,,,,,,
15,"Wynd, Scott",2,4,7,9,,,6.0,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,63,71,255,9,13.0,10.0,25.0,,,,,21.0,19.0,2.0,,,,,,,,
Opposition,Opposition,197,76,144,341,15,11.0,22.0,25.0,,,,,19.0,21.0,4.0,,,,,,,,
