Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",7,3,5,12,1,,,,,,,,,1.0,,,,,,,,,
13,"Brunton, Neil",12,6,7,19,,,,1.0,,,,,2.0,3.0,,,,,,,,,
21,"Bryce, Paul",5,4,2,7,,2.0,1.0,1.0,,,,,,,,,,,,,,,
28,"Cresswell, Daryn",14,9,5,19,3,3.0,,1.0,,,,,3.0,2.0,,,,,,,,,
5,"Daniels, Jayson",8,,6,14,,,,3.0,,,,,2.0,1.0,,,,,,,,,
43,"Direen, Scott",10,2,1,11,,,,,,,,,,1.0,,,,,,,,,
6,"Dunkley, Andrew",7,4,5,12,,1.0,,2.0,,,,,1.0,,,,,,,,,,
48,"Gray, Troy",7,3,8,15,,1.0,,,,,,,1.0,2.0,,,,,,,,,
47,"Higgins, Leon",11,2,3,14,,,,4.0,,,,,,,,,,,,,,,
31,"Holmes, Darren",10,4,4,14,,,,1.0,,,,,,3.0,,,,,,,,,
14,"Kelly, Paul",16,4,11,27,,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
1,"Lawson, Jamie",9,1,10,19,,,,2.0,,,,,2.0,1.0,,,,,,,,,
3,"Lewis, Dale",15,6,11,26,,,,2.0,,,,,4.0,1.0,,,,,,,,,
8,"Minton-Connell, Simon",14,7,1,15,8,3.0,,1.0,,,,,2.0,2.0,3.0,,,,,,,,
17,"Mooney, Jason",7,2,2,9,,3.0,,2.0,,,,,1.0,,,,,,,,,,
23,"Neill, Robert",18,6,6,24,,1.0,,4.0,,,,,1.0,2.0,,,,,,,,,
44,"Osborne, Richard",12,1,4,16,,2.0,,5.0,,,,,,1.0,,,,,,,,,
22,"Rose, Gavin",6,1,5,11,,,11.0,2.0,,,,,1.0,1.0,,,,,,,,,
45,"Stafford, Greg",1,2,1,2,1,,3.0,,,,,,,,,,,,,,,,
9,"Werner, Michael",6,4,5,11,,,,3.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,71,102,297,13,18.0,15.0,37.0,,,,,22.0,24.0,3.0,,,,,,,,
Opposition,Opposition,192,59,138,330,18,9.0,25.0,25.0,,,,,24.0,22.0,3.0,,,,,,,,
