Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",8,3,,8,,,,1.0,3.0,1.0,,1.0,2.0,1.0,,6.0,2.0,1.0,,4.0,,,100.0
16,"Brown, Leigh",12,9,5,17,,,6.0,4.0,1.0,5.0,2.0,3.0,2.0,2.0,,3.0,15.0,,,4.0,1.0,,100.0
2,"Colbert, Leigh",7,6,5,12,,,1.0,2.0,2.0,,,2.0,,1.0,,4.0,8.0,1.0,,8.0,,,100.0
24,"Firrito, Michael",6,3,6,12,,,,1.0,1.0,,1.0,3.0,,1.0,,6.0,6.0,,,8.0,,,100.0
6,"Grant, Shannon",11,1,9,20,1,,,3.0,2.0,2.0,2.0,4.0,,1.0,,4.0,15.0,,,3.0,1.0,,91.0
4,"Harris, Daniel",6,2,4,10,,,,6.0,1.0,1.0,4.0,1.0,1.0,1.0,,4.0,6.0,,,2.0,,,73.0
29,"Harvey, Brent",9,5,7,16,2,,,1.0,,2.0,,4.0,,2.0,,7.0,10.0,1.0,3.0,2.0,4.0,,88.0
28,"Harvey, Shane",5,1,2,7,,,,1.0,,3.0,1.0,1.0,,,,2.0,5.0,,,6.0,,,51.0
21,"Jones, Corey",6,3,6,12,,1.0,3.0,3.0,,4.0,1.0,2.0,1.0,,,3.0,10.0,,,4.0,1.0,,69.0
34,"King, David",1,1,1,2,,,,1.0,,1.0,,,,,,,2.0,,,,,,36.0
35,"Makepeace, Troy",12,4,3,15,1,,,3.0,1.0,5.0,,2.0,1.0,,,4.0,9.0,,,4.0,6.0,1.0,93.0
19,"Motlop, Daniel",6,2,1,7,,,1.0,4.0,,2.0,,1.0,,1.0,,4.0,3.0,,,3.0,,1.0,73.0
20,"Petrie, Drew",9,3,2,11,2,,7.0,5.0,2.0,3.0,1.0,1.0,2.0,,,6.0,5.0,2.0,2.0,6.0,,,90.0
17,"Porter, Mark",1,,1,2,,,8.0,4.0,,1.0,1.0,,1.0,,,2.0,,,,2.0,,,50.0
3,"Rawlings, Brady",3,4,6,9,,1.0,,3.0,,1.0,,,,,,4.0,5.0,,1.0,2.0,,,97.0
26,"Rocca, Saverio",4,3,,4,1,1.0,5.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,3.0,,,91.0
7,"Simpson, Adam",10,7,14,24,,1.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,,10.0,14.0,,1.0,2.0,3.0,,93.0
9,"Sinclair, Jess",11,4,5,16,,1.0,,3.0,7.0,2.0,2.0,3.0,,1.0,,4.0,12.0,,,,2.0,,72.0
10,"Stevens, Anthony",15,3,6,21,,,,2.0,2.0,2.0,3.0,4.0,,1.0,,8.0,13.0,,,3.0,1.0,,70.0
12,"Stevens, Michael",11,2,3,14,2,,,,8.0,3.0,,2.0,,,3.0,4.0,8.0,,,3.0,2.0,1.0,87.0
36,"Watt, Shannon",6,4,6,12,,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,6.0,7.0,,,6.0,1.0,,100.0
8,"Wells, Daniel",11,2,3,14,,1.0,,2.0,1.0,4.0,3.0,,,,,6.0,7.0,1.0,1.0,1.0,7.0,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,170,72,95,265,9,8.0,33.0,54.0,35.0,47.0,27.0,38.0,13.0,15.0,3.0,99.0,164.0,7.0,10.0,76.0,29.0,3.0,
Opposition,Opposition,176,84,94,270,9,16.0,27.0,46.0,38.0,46.0,33.0,32.0,15.0,13.0,3.0,117.0,150.0,14.0,15.0,43.0,7.0,5.0,
