Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
22,"Aitken, Ian",23y 88d,48 (33-1-14 69.79%),7 (0.15),←,
31,"Alvin, Tom",28y 113d,131 (79-1-51 60.69%),45 (0.34),←,
21,"Bradley, Craig",26y 293d,112 (71-1-40 63.84%),85 (0.76),←,
35,"Dean, Peter",25y 156d,103 (68-1-34 66.50%),15 (0.15),←,
24,"Dunlop, Jamie",24y 219d,19 (12-0-7 63.16%),2 (0.11),←,
9,"Edgar, Stephen",23y 192d,3 (1-0-2 33.33%),,←,
12,"Gleeson, Adrian",23y 104d,86 (54-1-31 63.37%),90 (1.05),←,
28,"Kernahan, David",25y 32d,24 (12-0-12 50.00%),7 (0.29),←,
4,"Kernahan, Stephen",26y 345d,113 (71-1-41 63.27%),303 (2.68),←,
44,"Madden, Justin",29y 73d,201 (127-1-73 63.43%),142 (0.71),156 (97-1-58 62.50%),122 (0.78)
33,"Majerczak, Mark",22y 114d,15 (8-0-7 53.33%),17 (1.13),←,
48,"Matthews, Ashley",20y 259d,7 (3-0-4 42.86%),1 (0.14),←,
47,"McKinnon, Andrew",22y 15d,12 (4-0-8 33.33%),5 (0.42),←,
29,"Minton-Connell, Simon",21y 108d,7 (4-0-3 57.14%),25 (3.57),←,
30,"Murphy, Fraser",27y 222d,106 (70-0-36 66.04%),158 (1.49),←,
19,"Phillips, Andrew",20y 197d,19 (9-1-9 50.00%),14 (0.74),←,
36,"Rieniets, Tim",24y 120d,10 (6-0-4 60.00%),3 (0.30),←,
38,"Robertson, Shane",26y 228d,76 (49-1-26 65.13%),23 (0.30),←,
1,"Silvagni, Stephen",23y 73d,94 (61-0-33 64.89%),59 (0.63),←,
15,"Verbeek, Simon",23y 136d,25 (12-1-12 50.00%),31 (1.24),←,
Totals,Totals,24y 154d,1211 (754-10-447 62.26%),1032 (0.85),,
C,"Jesaulenko, Alex",45y 10d,137 (65-3-69 48.54%),,73 (52-1-20 71.92%),
