Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",9,3,7,16,,1.0,,2.0,4.0,2.0,2.0,4.0,1.0,,,3.0,14.0,,,2.0,,,87.0
18,"Betts, Eddie",11,6,5,16,4,4.0,,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,11.0,8.0,2.0,6.0,2.0,,2.0,86.0
16,"Brown, Luke",12,6,8,20,,,,1.0,2.0,4.0,,2.0,,,,6.0,14.0,1.0,,1.0,,,88.0
23,"Cameron, Charlie",14,3,3,17,,2.0,,4.0,2.0,7.0,3.0,2.0,1.0,,,6.0,12.0,,1.0,,1.0,1.0,83.0
2,"Crouch, Brad",15,5,14,29,1,,,8.0,1.0,5.0,10.0,,3.0,,,14.0,14.0,,,1.0,,1.0,75.0
44,"Crouch, Matt",13,2,21,34,,1.0,,8.0,,2.0,8.0,2.0,2.0,2.0,,15.0,20.0,1.0,,,,3.0,81.0
26,"Douglas, Richard",15,3,9,24,,1.0,,3.0,1.0,7.0,7.0,4.0,,2.0,,10.0,14.0,,,3.0,,,85.0
20,"Greenwood, Hugh",6,2,9,15,1,,,13.0,,1.0,4.0,1.0,,1.0,,13.0,2.0,2.0,1.0,2.0,,,70.0
24,"Jacobs, Sam",10,3,2,12,2,1.0,42.0,6.0,1.0,2.0,3.0,2.0,3.0,,3.0,8.0,4.0,2.0,1.0,3.0,,,87.0
4,"Jenkins, Josh",10,3,3,13,4,2.0,2.0,4.0,,4.0,1.0,3.0,4.0,1.0,,7.0,6.0,1.0,2.0,5.0,1.0,,95.0
42,"Keath, Alex",5,3,6,11,,,,1.0,,3.0,,6.0,1.0,5.0,,5.0,8.0,1.0,,1.0,,,88.0
8,"Kelly, Jake",7,2,8,15,,,,,1.0,1.0,,,,,,6.0,9.0,,,3.0,,1.0,90.0
3,"Knight, Riley",7,4,7,14,,,,4.0,1.0,2.0,1.0,2.0,1.0,,,3.0,12.0,,,,,,79.0
29,"Laird, Rory",18,8,10,28,1,,,2.0,1.0,7.0,,3.0,,1.0,,4.0,24.0,,1.0,2.0,,,87.0
6,"Lever, Jake",12,8,6,18,,,,2.0,3.0,6.0,,5.0,3.0,1.0,,9.0,10.0,1.0,,9.0,,,86.0
27,"Lynch, Tom",19,4,10,29,1,2.0,,1.0,1.0,7.0,3.0,6.0,,,,14.0,12.0,,1.0,,,,92.0
14,"Mackay, David",,,,,,,,1.0,,,,,,,,,,,,,,,7.0
41,"McGovern, Mitch",9,3,1,10,,3.0,,3.0,,2.0,,2.0,2.0,,,5.0,4.0,1.0,,2.0,,1.0,89.0
9,"Sloane, Rory",21,5,9,30,1,,,7.0,,10.0,9.0,6.0,3.0,3.0,1.0,17.0,13.0,2.0,,5.0,,2.0,92.0
33,"Smith, Brodie",14,5,6,20,,,,4.0,2.0,3.0,2.0,3.0,,1.0,,6.0,14.0,,,5.0,,1.0,83.0
12,"Talia, Daniel",9,4,4,13,,,,1.0,2.0,1.0,1.0,,1.0,,,3.0,10.0,,,5.0,,,81.0
13,"Walker, Taylor",14,8,9,23,3,2.0,,4.0,2.0,4.0,1.0,6.0,1.0,2.0,,16.0,9.0,5.0,4.0,2.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,250,90,157,407,18,22.0,44.0,83.0,24.0,81.0,56.0,60.0,27.0,20.0,6.0,181.0,233.0,19.0,17.0,53.0,2.0,12.0,
Opposition,Opposition,164,48,143,307,7,4.0,49.0,81.0,48.0,31.0,34.0,75.0,20.0,27.0,,135.0,167.0,6.0,3.0,52.0,2.0,5.0,
