Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Aliir, Aliir",22y 207d,14 (11-0-3 78.57%),,←,
7,"Cunningham, Harry",23y 115d,72 (51-0-21 70.83%),36 (0.50),←,
13,"Florent, Oliver",18y 252d,2 (0-0-2 0.00%),1 (0.50),←,
42,"Fox, Robbie",23y 349d,1 (0-0-1 0.00%),,←,
23,"Franklin, Lance",30y 60d,249 (158-1-90 63.65%),795 (3.19),67 (49-0-18 73.13%),215 (3.21)
39,"Grundy, Heath",30y 302d,215 (135-2-78 63.26%),23 (0.11),←,
4,"Hannebery, Dan",26y 35d,172 (112-2-58 65.70%),82 (0.48),←,
9,"Hayward, Will",18y 156d,1 (0-0-1 0.00%),,←,
29,"Hewett, George",21y 92d,26 (19-0-7 73.08%),18 (0.69),←,
15,"Jack, Kieren",29y 276d,212 (132-3-77 62.97%),145 (0.68),←,
10,"Jones, Zak",22y 16d,33 (19-0-14 57.58%),5 (0.15),←,
12,"Kennedy, Josh",28y 284d,185 (120-2-63 65.41%),116 (0.63),172 (115-2-55 67.44%),112 (0.65)
11,"Laidler, Jeremy",27y 238d,86 (58-1-27 68.02%),8 (0.09),60 (43-0-17 71.67%),6 (0.10)
44,"Lloyd, Jake",23y 192d,71 (51-0-20 71.83%),17 (0.24),←,
31,"Marsh, Harrison",23y 77d,9 (5-0-4 55.56%),,←,
14,"Mills, Callum",19y 363d,24 (15-0-9 62.50%),1 (0.04),←,
35,"Naismith, Sam",24y 258d,15 (9-0-6 60.00%),3 (0.20),←,
28,"Newman, Nic",24y 75d,1 (0-0-1 0.00%),1 (1.00),←,
26,"Parker, Luke",24y 157d,129 (87-1-41 67.83%),103 (0.80),←,
20,"Reid, Sam",25y 94d,100 (69-2-29 70.00%),103 (1.03),←,
40,"Smith, Nick",28y 292d,169 (107-2-60 63.91%),10 (0.06),←,
8,"Tippett, Kurt",29y 327d,171 (99-0-72 57.89%),319 (1.87),67 (46-0-21 68.66%),131 (1.96)
Totals,Totals,24y 325d,1957 (1257-16-684 64.23%),1786 (0.91),,
C,"Longmire, John",46y 90d,151 (102-2-47 68.21%),,←,
