St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bardsley, Kristian",3.0,,3.0,6,,,,5.0,,,,,,,,,,,,,,,
2,"Brown, Tony",9.0,4.0,8.0,17,2.0,,,2.0,,,,,,2.0,,,,,,,,,
3,"Burke, Nathan",21.0,7.0,8.0,29,2.0,1.0,,7.0,,,,,2.0,,3.0,,,,,,,,
18,"Cripps, Jason",20.0,4.0,7.0,27,,,,,,,,,,1.0,,,,,,,,,
34,"Daniels, Jayson",7.0,5.0,8.0,15,,,,5.0,,,,,2.0,,,,,,,,,,
10,"Everitt, Peter",11.0,4.0,6.0,17,,1.0,19.0,2.0,,,,,3.0,1.0,,,,,,,,,
21,"Gray, Troy",7.0,3.0,2.0,9,,,,2.0,,,,,1.0,3.0,,,,,,,,,
25,"Hall, Barry",8.0,9.0,5.0,13,2.0,2.0,3.0,3.0,,,,,2.0,3.0,,,,,,,,,
35,"Harvey, Robert",18.0,1.0,7.0,25,,,,1.0,,,,,,1.0,,,,,,,,,
24,"Heatley, Jason",11.0,5.0,2.0,13,7.0,3.0,,3.0,,,,,2.0,,2.0,,,,,,,,
5,"Jones, Austinn",12.0,1.0,10.0,22,,,,1.0,,,,,1.0,1.0,,,,,,,,,
17,"Keogh, Rod",14.0,4.0,6.0,20,1.0,,,2.0,,,,,1.0,2.0,,,,,,,,,
22,"Lappin, Matthew",,2.0,3.0,3,,,,1.0,,,,,,,,,,,,,,,
1,"Peckett, Justin",8.0,5.0,8.0,16,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,
31,"Shanahan, Jamie",4.0,1.0,1.0,5,,,,,,,,,1.0,,,,,,,,,,
19,"Sziller, Steven",5.0,1.0,5.0,10,,,,3.0,,,,,1.0,,,,,,,,,,
29,"Thompson, Andrew",7.0,,10.0,17,,2.0,,1.0,,,,,1.0,,,,,,,,,,
32,"Traianidis, Jason",7.0,,4.0,11,1.0,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
9,"Vidovic, Lazar",2.0,,,2,,1.0,1.0,,,,,,,3.0,,,,,,,,,
15,"Wakelin, Darryl",5.0,,4.0,9,,,,,,,,,,,,,,,,,,,
12,"Wakelin, Shane",6.0,4.0,1.0,7,1.0,,1.0,,,,,,,2.0,,,,,,,,,
Totals,Totals,185.0,60.0,108.0,293,17.0,12.0,24.0,41.0,,,,,18.0,22.0,6.0,,,,,,,,
Opposition,Opposition,171.0,58.0,90.0,261,8.0,14.0,11.0,27.0,,,,,22.0,18.0,,,,,,,,,
