Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Bode, Matthew",7,3,2,9,,3.0,,2.0,,3.0,3.0,1.0,,2.0,,1.0,8.0,,1.0,,,,
7,"Burgoyne, Peter",9,4,10,19,1,,,,,2.0,3.0,2.0,,2.0,,6.0,11.0,1.0,1.0,1.0,,,
12,"Cockatoo-Collins, Che",9,9,3,12,1,1.0,,2.0,2.0,2.0,,2.0,,2.0,,6.0,6.0,3.0,4.0,1.0,,,
35,"Cornes, Chad",5,3,3,8,,,,,,4.0,,3.0,1.0,,,4.0,5.0,,,1.0,,,
28,"Daniels, Stephen",9,2,2,11,,,,1.0,3.0,1.0,,3.0,1.0,2.0,,5.0,6.0,,,2.0,,,
8,"Francis, Fabian",3,1,5,8,,,,1.0,2.0,1.0,,1.0,,1.0,,2.0,6.0,,,1.0,,,
10,"Francou, Josh",15,3,18,33,1,,,3.0,2.0,2.0,12.0,3.0,1.0,1.0,,13.0,20.0,,1.0,,1.0,,
31,"French, Barnaby",7,5,3,10,,,5.0,1.0,3.0,3.0,1.0,2.0,,,,1.0,10.0,,,2.0,,,
38,"James, Roger",16,10,12,28,,1.0,,1.0,3.0,5.0,5.0,4.0,1.0,2.0,,6.0,22.0,1.0,,,,,
29,"Kingsley, Adam",16,2,3,19,,1.0,,2.0,1.0,3.0,3.0,3.0,3.0,1.0,,6.0,14.0,,,2.0,,,
20,"Lade, Brendon",3,3,3,6,,1.0,11.0,,1.0,1.0,,2.0,,,,3.0,4.0,,1.0,,1.0,,
9,"Lyle, Brayden",9,5,4,13,,,,,3.0,3.0,1.0,2.0,,,,2.0,12.0,,,,,,
33,"Mead, Darren",6,5,7,13,,,,2.0,1.0,,,2.0,1.0,4.0,,8.0,5.0,2.0,1.0,,,,
3,"Montgomery, Brett",9,3,7,16,,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,,6.0,11.0,,1.0,3.0,1.0,,
13,"Morton, Danny",14,4,10,24,2,1.0,,2.0,1.0,5.0,1.0,1.0,2.0,,,6.0,18.0,1.0,,1.0,1.0,,
14,"Paxman, Stephen",8,3,2,10,1,,,1.0,2.0,,1.0,3.0,1.0,1.0,,4.0,5.0,1.0,,,,,
2,"Primus, Matthew",2,3,7,9,,,11.0,2.0,,,5.0,2.0,,3.0,,5.0,5.0,,,2.0,,,
11,"Steinberner, Nathan",8,4,8,16,,,,,2.0,2.0,2.0,1.0,,1.0,,3.0,13.0,,,1.0,,,
36,"Stevens, Nick",10,6,5,15,,,,,,3.0,1.0,4.0,,2.0,,7.0,8.0,,,1.0,1.0,,
16,"Tredrea, Warren",6,3,2,8,1,1.0,1.0,1.0,,3.0,,2.0,2.0,1.0,,3.0,7.0,,1.0,,,,
1,"Wanganeen, Gavin",19,6,8,27,1,,,1.0,4.0,2.0,,6.0,1.0,3.0,,13.0,13.0,1.0,,,5.0,,
15,"Wilson, Michael",4,3,10,14,,,,,3.0,,1.0,6.0,,5.0,,3.0,11.0,,,2.0,5.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,90,134,328,8,14.0,29.0,24.0,34.0,48.0,40.0,57.0,15.0,33.0,,113.0,220.0,10.0,11.0,20.0,15.0,,
Opposition,Opposition,213,79,136,349,24,12.0,27.0,38.0,33.0,66.0,28.0,42.0,33.0,15.0,6.0,125.0,217.0,12.0,18.0,32.0,12.0,,
