West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",8,6,3,11,,,,1.0,1.0,,,,,,,4.0,7.0,2.0,,10.0,,,77.0
15,"Cripps, Jamie",10,3,6,16,,1.0,,4.0,,4.0,,4.0,,1.0,,5.0,11.0,,,1.0,,1.0,77.0
27,"Darling, Jack",8,7,7,15,2,3.0,,6.0,,4.0,,2.0,1.0,1.0,,6.0,9.0,2.0,2.0,1.0,,1.0,89.0
18,"Ellis, Xavier",14,6,2,16,1,,,,1.0,3.0,,1.0,,1.0,,1.0,13.0,,,2.0,,,77.0
3,"Gaff, Andrew",20,5,8,28,,1.0,,1.0,2.0,7.0,4.0,2.0,,,,7.0,22.0,,,2.0,,2.0,90.0
33 ↓,"Hill, Josh",3,2,3,6,,,,,1.0,2.0,,,,,,2.0,4.0,,,1.0,,,63.0
25,"Hurn, Shannon",18,4,3,21,1,,,2.0,7.0,2.0,2.0,2.0,1.0,,,9.0,10.0,1.0,,6.0,,,87.0
34,"Hutchings, Mark",8,4,7,15,,1.0,1.0,3.0,,,1.0,1.0,,,,6.0,10.0,,1.0,3.0,,,81.0
17,"Kennedy, Josh",5,3,1,6,2,1.0,,3.0,,,1.0,2.0,,1.0,,6.0,1.0,2.0,2.0,2.0,,,100.0
2,"LeCras, Mark",8,2,6,14,1,2.0,,1.0,,1.0,2.0,,,,,6.0,8.0,1.0,,1.0,,,93.0
7,"Masten, Chris",7,2,23,30,,,,2.0,3.0,1.0,2.0,2.0,,,,15.0,16.0,,,,,,93.0
9,"Naitanui, Nic",5,,3,8,,2.0,33.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,,8.0,1.0,,,1.0,,,80.0
11,"Priddis, Matt",17,1,17,34,,2.0,,7.0,1.0,4.0,12.0,4.0,,4.0,2.0,17.0,18.0,,,,,,86.0
24,"Rosa, Matt",7,4,11,18,,,,2.0,4.0,2.0,,,,,,2.0,15.0,,,1.0,,,85.0
31,"Schofield, Will",8,7,3,11,,,,,2.0,1.0,,4.0,1.0,3.0,,3.0,9.0,,,9.0,1.0,,98.0
10 ↑,"Selwood, Scott",5,,3,8,,,,1.0,,4.0,4.0,3.0,1.0,1.0,,7.0,2.0,,,,,1.0,20.0
4,"Sheed, Dom",12,5,11,23,2,1.0,,4.0,2.0,4.0,3.0,1.0,,,,11.0,12.0,2.0,2.0,,,,81.0
5,"Sheppard, Brad",8,6,10,18,,,,1.0,3.0,1.0,,2.0,1.0,1.0,,8.0,10.0,1.0,,5.0,,,90.0
13,"Shuey, Luke",16,4,17,33,,1.0,,3.0,3.0,5.0,8.0,1.0,1.0,,,12.0,20.0,,,4.0,,,89.0
22,"Sinclair, Callum",10,8,8,18,1,1.0,20.0,3.0,,2.0,2.0,4.0,2.0,2.0,,9.0,9.0,2.0,3.0,1.0,,,72.0
12,"Wellingham, Sharrod",14,2,4,18,,,,4.0,3.0,,,3.0,1.0,1.0,,5.0,12.0,,,5.0,,,86.0
6,"Yeo, Elliot",12,3,4,16,1,,,2.0,1.0,4.0,,,2.0,,,10.0,6.0,1.0,,1.0,1.0,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,223,84,160,383,11,17.0,54.0,53.0,36.0,52.0,45.0,42.0,12.0,20.0,2.0,159.0,225.0,14.0,10.0,56.0,2.0,5.0,
Opposition,Opposition,205,95,124,329,12,11.0,36.0,72.0,34.0,50.0,35.0,34.0,20.0,12.0,4.0,130.0,191.0,9.0,12.0,72.0,13.0,9.0,
