North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",7,5,9,16,,1.0,,3.0,1.0,4.0,1.0,4.0,,2.0,,7,8,,1.0,1.0,,,82.0
18,"Atley, Shaun",11,7,10,21,,,,3.0,2.0,,,1.0,,,,3,17,1.0,,2.0,,,94.0
50,"Brown, Ben",5,3,1,6,1.0,,1.0,,1.0,,,,2.0,,,2,4,1.0,1.0,,,,27.0
13,"Clarke, Ryan",7,3,10,17,,1.0,,6.0,1.0,2.0,,2.0,2.0,,,3,15,,,1.0,,,75.0
10,"Cunnington, Ben",10,5,17,27,,,,5.0,3.0,1.0,2.0,4.0,1.0,2.0,,11,16,,,2.0,,,71.0
15,"Dal Santo, Nick",13,6,16,29,,,,,2.0,2.0,6.0,1.0,,1.0,,10,20,,,3.0,2.0,1.0,86.0
38,"Daw, Majak",5,3,5,10,1.0,,6.0,1.0,1.0,2.0,,2.0,,1.0,,6,4,2.0,1.0,2.0,,,90.0
14,"Dumont, Trent",9,7,10,19,,,,8.0,3.0,3.0,1.0,5.0,1.0,2.0,,5,14,,,1.0,,,87.0
11,"Firrito, Michael",4,6,10,14,,,,1.0,2.0,,,1.0,1.0,,,6,9,,,1.0,,,90.0
43,"Gibson, Sam",15,5,13,28,,,,,3.0,3.0,3.0,5.0,1.0,,,5,23,,2.0,,,1.0,92.0
22,"Goldstein, Todd",8,5,11,19,1.0,,35.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,,10,8,1.0,,3.0,,1.0,84.0
29,"Harvey, Brent",12,5,8,20,1.0,,,3.0,1.0,6.0,,1.0,,,,3,17,,1.0,1.0,4.0,,86.0
34,"Macmillan, Jamie",16,8,14,30,,,,,6.0,2.0,,1.0,1.0,,,5,23,,,3.0,1.0,,94.0
2,"McKenzie, Brad",15,6,4,19,,,,4.0,5.0,3.0,,1.0,1.0,,,4,15,1.0,,2.0,,,88.0
17,"Mullett, Aaron",12,7,5,17,,1.0,,1.0,3.0,1.0,,,1.0,,,3,14,,,1.0,,,71.0
20,"Petrie, Drew",6,2,4,10,,2.0,1.0,2.0,,2.0,,,1.0,,,2,9,,,5.0,,1.0,98.0
9,"Swallow, Andrew",9,3,16,25,,,,5.0,1.0,2.0,3.0,4.0,1.0,2.0,,11,15,,,2.0,,1.0,70.0
25,"Tarrant, Robbie",12,7,6,18,,,,3.0,5.0,,,3.0,1.0,1.0,,7,11,2.0,,5.0,,,89.0
12,"Thomas, Lindsay",7,5,4,11,1.0,,,3.0,1.0,2.0,2.0,4.0,,3.0,,6,6,1.0,1.0,1.0,2.0,,85.0
16,"Thompson, Scott",12,5,5,17,,,,1.0,3.0,2.0,,4.0,,2.0,,5,11,1.0,,3.0,,,75.0
8,"Wells, Daniel",15,5,11,26,1.0,,,3.0,1.0,4.0,6.0,5.0,,,1.0,13,14,,,2.0,1.0,,88.0
7,"Ziebell, Jack",15,3,7,22,1.0,,1.0,3.0,5.0,3.0,5.0,5.0,2.0,1.0,,9,14,,,,,,77.0
Totals,Totals,225,111,196,421,7.0,5.0,44.0,58.0,51.0,45.0,31.0,56.0,19.0,18.0,1.0,136,287,10.0,7.0,41.0,10.0,5.0,
Opposition,Opposition,199,95,138,337,9.0,7.0,18.0,61.0,34.0,59.0,25.0,46.0,18.0,19.0,5.0,132,207,17.0,12.0,49.0,6.0,8.0,
