Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Baird, John",5,2,5,10,,,,1.0,3.0,,,4.0,,2.0,,3.0,7.0,1.0,,4.0,,,100.0
16,"Brown, Leigh",9,3,3,12,1,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,,4.0,7.0,,,3.0,,,94.0
25,"Clayton, Jeremy",4,2,3,7,1,,,,,2.0,,3.0,,2.0,,3.0,4.0,,,1.0,,,33.0
2,"Colbert, Leigh",13,7,11,24,,,,,5.0,,,1.0,2.0,,2.0,12.0,12.0,3.0,,6.0,,,100.0
24,"Firrito, Michael",10,2,8,18,,,1.0,4.0,1.0,3.0,6.0,1.0,1.0,,,14.0,4.0,,,1.0,,1.0,75.0
6,"Grant, Shannon",17,8,10,27,3,1.0,,2.0,,8.0,3.0,5.0,,2.0,3.0,6.0,21.0,,1.0,2.0,,3.0,91.0
4,"Harris, Daniel",2,1,6,8,1,,,2.0,,,3.0,2.0,1.0,1.0,,6.0,3.0,,,1.0,,,32.0
29,"Harvey, Brent",13,3,6,19,1,2.0,,1.0,,5.0,1.0,1.0,,1.0,,5.0,14.0,,,,3.0,2.0,78.0
21,"Jones, Corey",10,3,2,12,3,1.0,1.0,2.0,,5.0,,1.0,1.0,1.0,,5.0,7.0,,2.0,4.0,,,90.0
34,"King, David",10,3,3,13,1,2.0,,1.0,1.0,1.0,2.0,4.0,,1.0,,6.0,7.0,,1.0,1.0,1.0,,73.0
35,"Makepeace, Troy",9,5,6,15,,1.0,,1.0,9.0,1.0,,1.0,,,,8.0,6.0,,1.0,1.0,,,88.0
5,"McKernan, Corey",8,7,1,9,1,2.0,3.0,,,3.0,1.0,3.0,,1.0,,3.0,6.0,1.0,2.0,1.0,,1.0,93.0
19,"Motlop, Daniel",8,6,6,14,1,1.0,,1.0,,4.0,,2.0,,2.0,,7.0,8.0,2.0,2.0,1.0,2.0,1.0,89.0
20,"Petrie, Drew",7,4,3,10,,,1.0,5.0,,3.0,1.0,2.0,1.0,1.0,,5.0,6.0,1.0,,3.0,,1.0,95.0
17,"Porter, Mark",6,4,6,12,,1.0,8.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,,6.0,6.0,,,2.0,,,57.0
3,"Rawlings, Brady",10,2,2,12,,,,1.0,,2.0,,2.0,,,,2.0,9.0,,,3.0,2.0,1.0,88.0
32,"Sansbury, Eddie",8,6,3,11,,,,,4.0,3.0,,2.0,2.0,2.0,,2.0,8.0,,,,2.0,,85.0
7,"Simpson, Adam",20,3,8,28,1,,5.0,1.0,3.0,5.0,4.0,4.0,1.0,,1.0,10.0,17.0,,1.0,2.0,1.0,2.0,89.0
10,"Stevens, Anthony",13,3,10,23,1,,,3.0,3.0,1.0,2.0,5.0,3.0,,,10.0,13.0,,1.0,3.0,,,85.0
12,"Stevens, Michael",11,6,3,14,,,,2.0,2.0,2.0,,3.0,,2.0,,2.0,12.0,,,2.0,,,86.0
36,"Watt, Shannon",3,1,2,5,,,,,1.0,1.0,,2.0,,,,3.0,2.0,,,3.0,,,100.0
8,"Wells, Daniel",7,1,3,10,,,,,,3.0,3.0,1.0,1.0,,,4.0,6.0,,,3.0,2.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,82,110,313,15,13.0,21.0,29.0,34.0,56.0,30.0,52.0,15.0,21.0,6.0,126.0,185.0,8.0,11.0,47.0,13.0,12.0,
Opposition,Opposition,191,96,107,298,11,8.0,33.0,30.0,40.0,51.0,27.0,32.0,21.0,15.0,,110.0,189.0,10.0,13.0,25.0,12.0,6.0,
