Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",21y 330d,81 (17-1-63 21.60%),53 (0.65),←,
30,"Bourke, Damian",28y 214d,110 (59-1-50 54.09%),18 (0.16),8 (1-0-7 12.50%),3 (0.38)
11,"Buckley, Nathan",21y 26d,19 (4-0-15 21.05%),20 (1.05),←,
1,"Champion, Richard",25y 129d,55 (10-1-44 19.09%),25 (0.45),←,
5,"Chapman, Nathan",18y 106d,19 (4-0-15 21.05%),6 (0.32),←,
6,"Fletcher, Adrian",23y 315d,64 (29-0-35 45.31%),33 (0.52),19 (4-0-15 21.05%),13 (0.68)
29,"Francis, Fabian",19y 301d,9 (2-0-7 22.22%),8 (0.89),8 (1-0-7 12.50%),8 (1.00)
32,"Hart, Shaun",22y 96d,47 (9-1-37 20.21%),13 (0.28),←,
41,"Kennedy, Matthew",23y 198d,56 (10-0-46 17.86%),13 (0.23),←,
31,"McCormack, Brendan",23y 54d,54 (18-0-36 33.33%),35 (0.65),10 (3-0-7 30.00%),8 (0.80)
7,"McIvor, Scott",27y 12d,144 (50-0-94 34.72%),62 (0.43),89 (24-0-65 26.97%),47 (0.53)
19,"McLean, Michael",28y 171d,138 (54-2-82 39.86%),37 (0.27),43 (7-0-36 16.28%),14 (0.33)
24,"Merrett, Roger",33y 124d,260 (123-3-134 47.88%),321 (1.23),111 (26-1-84 23.87%),173 (1.56)
26,"Noonan, Danny",24y 265d,55 (10-1-44 19.09%),19 (0.35),←,
21,"Parker, John",22y 96d,3 (0-0-3 0.00%),,←,
13,"Pearce, Brad",22y 5d,2 (0-0-2 0.00%),1 (0.50),←,
8,"Peos, Paul",25y 205d,62 (25-2-35 41.94%),37 (0.60),11 (1-0-10 9.09%),9 (0.82)
3,"Voss, Michael",18y 45d,21 (6-0-15 28.57%),9 (0.43),←,
33,"White, Darryl",20y 70d,30 (6-1-23 21.67%),30 (1.00),←,
18,"Worsfold, Peter",23y 41d,31 (3-1-27 11.29%),24 (0.77),←,
Totals,Totals,23y 231d,1260 (439-14-807 34.84%),764 (0.61),,
C,"Walls, Robert",43y 31d,262 (126-2-134 48.47%),,63 (11-1-51 18.25%),
