Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",34y 52d,313 (165-2-146 53.04%),396 (1.27),203 (130-2-71 64.53%),272 (1.34)
24,"Bews, Jed",24y 203d,65 (37-2-26 58.46%),6 (0.09),←,
46,"Blicavs, Mark",27y 99d,125 (83-2-40 67.20%),35 (0.28),←,
35,"Dangerfield, Patrick",28y 91d,216 (123-1-92 57.18%),247 (1.14),62 (42-1-19 68.55%),84 (1.35)
22,"Duncan, Mitch",27y 25d,172 (125-1-46 72.97%),122 (0.71),←,
13,"Fogarty, Lachie",19y 95d,12 (7-0-5 58.33%),5 (0.42),←,
29,"Guthrie, Cameron",25y 320d,133 (87-2-44 66.17%),40 (0.30),←,
26,"Hawkins, Tom",29y 349d,224 (162-2-60 72.77%),468 (2.09),←,
38,"Henry, Jack",19y 310d,14 (8-0-6 57.14%),,←,
41,"Jones, Jamaine",19y 279d,4 (4-0-0 100.00%),3 (0.75),←,
11,"Kelly, Tim",23y 344d,15 (9-0-6 60.00%),13 (0.87),←,
8,"Kolodjashnij, Jake",22y 330d,62 (40-2-20 66.13%),,←,
27,"Menegola, Sam",26y 120d,45 (29-1-15 65.56%),38 (0.84),←,
21,"Murdoch, Jordan",26y 104d,105 (70-2-33 67.62%),69 (0.66),←,
19,"Narkle, Quinton",20y 214d,2 (1-0-1 50.00%),3 (1.50),←,
3,"Parfitt, Brandan",20y 69d,26 (18-0-8 69.23%),15 (0.58),←,
14,"Selwood, Joel",30y 40d,264 (197-1-66 74.81%),151 (0.57),←,
16,"Selwood, Scott",28y 100d,159 (84-1-74 53.14%),40 (0.25),24 (17-0-7 70.83%),3 (0.13)
1,"Stanley, Rhys",27y 216d,111 (55-1-55 50.00%),77 (0.69),53 (34-1-18 65.09%),37 (0.70)
44,"Stewart, Tom",25y 112d,36 (23-0-13 63.89%),3 (0.08),←,
7,"Taylor, Harry",32y 23d,234 (172-2-60 73.93%),70 (0.30),←,
2,"Tuohy, Zach",28y 207d,160 (73-2-85 46.25%),48 (0.30),40 (25-1-14 63.75%),8 (0.20)
Totals,Totals,25y 301d,2497 (1572-24-901 62.96%),1849 (0.74),,
C,"Scott, Chris",42y 63d,182 (127-2-53 70.33%),,←,
