Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Batchelor, Jake",10,5,2,12,,,,3.0,5.0,1.0,,1.0,,,,3.0,8.0,2.0,,3.0,,,83.0
25,"Chaplin, Troy",4,2,6,10,,,,1.0,1.0,1.0,1.0,,,,,6.0,5.0,1.0,,2.0,,,70.0
30,"Conca, Reece",12,1,7,19,1,,,2.0,,3.0,3.0,3.0,1.0,1.0,,10.0,8.0,,,1.0,,,80.0
9,"Cotchin, Trent",22,3,11,33,,1.0,,2.0,3.0,6.0,7.0,5.0,1.0,2.0,3.0,16.0,15.0,,,1.0,2.0,2.0,83.0
3,"Deledio, Brett",10,3,7,17,3,1.0,,2.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,9.0,9.0,2.0,,2.0,7.0,,86.0
10,"Edwards, Shane",9,,10,19,,2.0,1.0,1.0,,6.0,5.0,1.0,,1.0,,11.0,7.0,,,,,1.0,88.0
5 ↓,"Ellis, Brandon",6,1,2,8,,,,,,1.0,,2.0,,1.0,,3.0,7.0,,,4.0,,,63.0
24,"Griffiths, Ben",3,3,3,6,,,,2.0,2.0,,,1.0,,,,2.0,4.0,1.0,,6.0,,,97.0
6,"Grigg, Shaun",17,8,6,23,,,,2.0,2.0,7.0,1.0,2.0,,1.0,,5.0,17.0,1.0,,,2.0,,80.0
14,"Houli, Bachar",7,4,6,13,1,1.0,,,3.0,3.0,,1.0,2.0,,,4.0,10.0,1.0,,2.0,,,90.0
23,"Jackson, Daniel",15,6,9,24,1,,,4.0,,5.0,4.0,3.0,1.0,2.0,,10.0,14.0,,,,1.0,1.0,80.0
28,"King, Jake",6,1,1,7,2,,,2.0,,2.0,,2.0,2.0,1.0,,3.0,4.0,,1.0,2.0,,2.0,86.0
20,"Maric, Ivan",6,3,10,16,,,30.0,3.0,,,6.0,2.0,,2.0,,12.0,5.0,1.0,,3.0,,,92.0
4,"Martin, Dustin",12,1,9,21,1,2.0,,3.0,1.0,2.0,2.0,4.0,1.0,,,11.0,10.0,,,,,1.0,83.0
16,"McGuane, Luke",6,3,6,12,2,1.0,,4.0,,2.0,,2.0,1.0,2.0,,9.0,3.0,1.0,2.0,3.0,,,99.0
38,"Morris, Steven",4,1,3,7,,,,1.0,,1.0,,,1.0,,,3.0,4.0,,,,,,91.0
26 ↑,"Nahas, Robin",2,,1,3,,,,,,1.0,,,,,,,3.0,,,,1.0,,17.0
1,"Newman, Chris",9,4,7,16,,,,1.0,2.0,,,1.0,1.0,,,6.0,9.0,,,1.0,,,75.0
18,"Rance, Alex",13,7,6,19,,,,3.0,11.0,1.0,,4.0,4.0,2.0,,6.0,14.0,1.0,,9.0,,,90.0
8,"Riewoldt, Jack",11,1,4,15,,4.0,,1.0,,5.0,1.0,1.0,3.0,1.0,,10.0,4.0,1.0,,3.0,,1.0,96.0
21,"Tuck, Shane",18,3,9,27,,3.0,,,3.0,5.0,8.0,1.0,1.0,,,15.0,13.0,1.0,,1.0,,,85.0
29,"Vickery, Ty",10,9,5,15,3,1.0,6.0,3.0,1.0,2.0,,4.0,,1.0,,4.0,10.0,1.0,5.0,1.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,69,130,342,14,22.0,37.0,40.0,35.0,60.0,41.0,42.0,20.0,18.0,4.0,158.0,183.0,14.0,8.0,44.0,13.0,8.0,
Opposition,Opposition,198,67,149,347,14,17.0,34.0,49.0,33.0,58.0,33.0,49.0,18.0,20.0,2.0,155.0,194.0,12.0,16.0,55.0,7.0,9.0,
