Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",30y 144d,242 (137-0-105 56.61%),207 (0.86),119 (53-0-66 44.54%),87 (0.73)
21,"Black, Heath",27y 56d,160 (59-0-101 36.88%),72 (0.45),106 (37-0-69 34.91%),53 (0.50)
2,"Carr, Josh",26y 85d,143 (97-1-45 68.18%),78 (0.55),38 (20-0-18 52.63%),18 (0.47)
9,"Carr, Matthew",27y 206d,132 (52-1-79 39.77%),55 (0.42),104 (45-0-59 43.27%),53 (0.51)
15,"Crowley, Ryan",22y 140d,24 (14-0-10 58.33%),22 (0.92),←,
25,"Dodd, Steven",23y 33d,34 (17-0-17 50.00%),1 (0.03),←,
30,"Drum, Marcus",19y 83d,4 (3-0-1 75.00%),1 (0.25),←,
33,"Farmer, Jeff",29y 29d,212 (98-0-114 46.23%),413 (1.95),94 (46-0-48 48.94%),154 (1.64)
27,"Gilmore, Daniel",23y 143d,15 (8-0-7 53.33%),3 (0.20),←,
43,"Hayden, Roger",25y 226d,49 (27-0-22 55.10%),3 (0.06),←,
11,"Headland, Des",25y 183d,122 (79-0-43 64.75%),121 (0.99),70 (39-0-31 55.71%),69 (0.99)
37,"Johnson, Michael",21y 276d,27 (15-0-12 55.56%),5 (0.19),←,
8,"McManus, Shaun",30y 164d,186 (71-0-115 38.17%),80 (0.43),←,
18,"McPharlin, Luke",24y 234d,83 (46-0-37 55.42%),63 (0.76),71 (38-0-33 53.52%),60 (0.85)
16,"Mundy, David",21y 3d,33 (18-0-15 54.55%),1 (0.03),←,
28,"Murphy, Ryan",21y 60d,19 (10-0-9 52.63%),21 (1.11),←,
23,"Parker, Shane",33y 155d,222 (86-0-136 38.74%),10 (0.05),←,
29,"Pavlich, Matthew",24y 204d,144 (62-0-82 43.06%),216 (1.50),←,
7,"Peake, Brett",23y 18d,20 (12-0-8 60.00%),9 (0.45),←,
31,"Sandilands, Aaron",23y 229d,69 (40-0-29 57.97%),19 (0.28),←,
3,"Schammer, Byron",21y 32d,68 (39-0-29 57.35%),20 (0.29),←,
1,"Webster, Luke",24y 59d,20 (8-0-12 40.00%),5 (0.25),←,
Totals,Totals,24y 341d,2028 (998-2-1028 49.21%),1425 (0.70),,
C,"Connolly, Chris",43y 120d,106 (55-0-51 51.89%),,105 (54-0-51 51.43%),
