Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 194d,83 (39-2-42 48.19%),49 (0.59),←,
35,"Baxter, Darren",27y 107d,119 (57-3-59 49.16%),24 (0.20),←,
3,"Campbell, Adrian",23y 182d,30 (13-1-16 45.00%),31 (1.03),←,
6,"Campbell, Tony",24y 326d,90 (50-0-40 55.56%),61 (0.68),15 (11-0-4 73.33%),
20,"Coleman, Glenn",31y 152d,180 (98-2-80 55.00%),109 (0.61),55 (30-1-24 55.45%),45 (0.82)
26,"Del-Re, Danny",24y 143d,35 (20-1-14 58.57%),75 (2.14),←,
32,"Foster, Peter",32y 32d,161 (86-3-72 54.35%),56 (0.35),154 (83-3-68 54.87%),54 (0.35)
41,"Frost, Michael",21y 188d,3 (2-0-1 66.67%),,←,
29,"Grant, Chris",19y 204d,50 (28-1-21 57.00%),104 (2.08),←,
7,"Hawkins, Doug",32y 60d,279 (116-4-159 42.29%),184 (0.66),←,
10,"Hunter, Mark",26y 305d,72 (33-2-37 47.22%),2 (0.03),←,
4,"Kellett, Nigel",22y 199d,32 (17-0-15 53.13%),12 (0.38),←,
46,"Kretiuk, Steven",20y,3 (2-0-1 66.67%),2 (0.67),←,
39,"Liberatore, Tony",26y 144d,74 (42-1-31 57.43%),44 (0.59),←,
2,"Reynolds, Keenan",23y 179d,32 (18-0-14 56.25%),3 (0.09),←,
33,"Royal, Brian",30y 205d,183 (97-2-84 53.55%),267 (1.46),←,
17,"Standfield, Barry",22y 142d,22 (13-0-9 59.09%),5 (0.23),←,
8,"Toohey, Bernard",29y 137d,237 (120-1-116 50.84%),112 (0.47),14 (10-0-4 71.43%),1 (0.07)
24,"Wallis, Stephen",27y 251d,192 (101-2-89 53.13%),46 (0.24),←,
15,"Wynd, Scott",22y 161d,70 (34-1-35 49.29%),11 (0.16),←,
Totals,Totals,25y 220d,1947 (986-26-935 50.64%),1197 (0.61),,
C,"Wheeler, Terry",37y 113d,59 (32-1-26 55.08%),,←,
