Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Abernethy, Bruce",13,,2,15,,,,,,,,,2.0,,,,,,,,,,
26,"Bickley, Mark",9,3.0,9,18,,,,,,,,,3.0,1.0,,,,,,,,,
30,"Fielke, Grantley",7,,2,9,,2.0,,4.0,,,,,,2.0,,,,,,,,,
3,"Hart, Darel",16,6.0,3,19,2.0,1.0,,,,,,,1.0,,,,,,,,,,
8,"Hocking, Eddie",4,1.0,6,10,,2.0,,,,,,,1.0,1.0,,,,,,,,,
17,"Hodges, Scott",6,4.0,2,8,2.0,2.0,,,,,,,1.0,,,,,,,,,,
19,"Hughes, Danny",6,2.0,7,13,,,,3.0,,,,,5.0,2.0,,,,,,,,,
35,"Jameson, Rod",7,4.0,3,10,,,,1.0,,,,,1.0,,,,,,,,,,
20,"Klug, John",6,2.0,7,13,,2.0,1.0,,,,,,,1.0,,,,,,,,,
13,"Lee, Scott",2,,4,6,,,,,,,,,,,,,,,,,,,
9,"Lindner, Bruce",13,8.0,8,21,3.0,,,1.0,,,,,2.0,2.0,,,,,,,,,
27,"Liptak, Matthew",12,2.0,11,23,2.0,,,1.0,,,,,,1.0,,,,,,,,,
16,"Marshall, David",10,3.0,6,16,,,,4.0,,,,,3.0,1.0,,,,,,,,,
18,"Maynard, Rodney",4,2.0,4,8,,,,2.0,,,,,2.0,2.0,,,,,,,,,
10,"McDermott, Chris",14,,11,25,,,,2.0,,,,,3.0,3.0,,,,,,,,,
11,"McGuinness, Tony",24,,4,28,3.0,,,1.0,,,,,3.0,,,,,,,,,,
23,"McIntyre, Peter",4,,4,8,,,,,,,,,,,,,,,,,,,
25,"Mickan, Mark",13,10.0,3,16,,,13.0,,,,,,,1.0,,,,,,,,,
7,"Smart, Nigel",7,1.0,6,13,,,,,,,,,2.0,1.0,,,,,,,,,
28,"Smith, Darren",8,3.0,3,11,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,
Totals,Totals,185,51.0,105,290,14.0,9.0,15.0,20.0,,,,,29.0,19.0,,,,,,,,,
Opposition,Opposition,242,85.0,125,367,27.0,15.0,35.0,24.0,,,,,19.0,29.0,6.0,,,,,,,,
