Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",29y 60d,216 (123-0-93 56.94%),194 (0.90),93 (39-0-54 41.94%),74 (0.80)
21,"Black, Heath",25y 337d,129 (43-0-86 33.33%),59 (0.46),75 (21-0-54 28.00%),40 (0.53)
2,"Carr, Josh",25y 1d,111 (80-1-30 72.52%),62 (0.56),6 (3-0-3 50.00%),2 (0.33)
9,"Carr, Matthew",26y 122d,108 (39-1-68 36.57%),48 (0.44),80 (32-0-48 40.00%),46 (0.57)
10,"Cook, Troy",28y 261d,153 (69-0-84 45.10%),60 (0.39),110 (45-0-65 40.91%),49 (0.45)
33,"Farmer, Jeff",27y 310d,186 (86-0-100 46.24%),364 (1.96),68 (34-0-34 50.00%),105 (1.54)
14,"Grover, Antoni",25y 50d,78 (33-0-45 42.31%),12 (0.15),←,
4,"Hasleby, Paul",23y 322d,114 (46-0-68 40.35%),75 (0.66),←,
11,"Headland, Des",24y 99d,98 (65-0-33 66.33%),90 (0.92),46 (25-0-21 54.35%),38 (0.83)
37,"Johnson, Michael",20y 192d,3 (2-0-1 66.67%),1 (0.33),←,
20,"Longmuir, Justin",24y 99d,106 (42-0-64 39.62%),136 (1.28),←,
18,"McPharlin, Luke",23y 150d,57 (30-0-27 52.63%),19 (0.33),45 (22-0-23 48.89%),16 (0.36)
34,"Medhurst, Paul",23y 140d,71 (36-0-35 50.70%),139 (1.96),←,
16,"Mundy, David",19y 284d,1 (1-0-0 100.00%),,←,
23,"Parker, Shane",32y 71d,190 (69-0-121 36.32%),9 (0.05),←,
29,"Pavlich, Matthew",23y 120d,112 (45-0-67 40.18%),118 (1.05),←,
3,"Schammer, Byron",19y 313d,41 (24-0-17 58.54%),14 (0.34),←,
35,"Siegert, Andrew",23y 102d,33 (15-0-18 45.45%),3 (0.09),←,
13,"Smith, Dylan",22y 286d,17 (8-0-9 47.06%),3 (0.18),6 (3-0-3 50.00%),2 (0.33)
22,"Thornton, Scott",22y 231d,21 (11-0-10 52.38%),,←,
19,"Walker, James",26y 105d,126 (49-0-77 38.89%),13 (0.10),←,
1,"Webster, Luke",22y 340d,12 (5-0-7 41.67%),3 (0.25),←,
Totals,Totals,24y 215d,1983 (921-2-1060 46.44%),1422 (0.72),,
C,"Connolly, Chris",42y 36d,74 (38-0-36 51.35%),,73 (37-0-36 50.68%),
