Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",15,7,7,22,,,1.0,3.0,4.0,2.0,,3.0,2.0,2.0,,5.0,17.0,,,5.0,2.0,1.0,77.0
7,"Brown, Nathan",17,6,11,28,1,2.0,,3.0,2.0,2.0,1.0,6.0,,,,7.0,18.0,,1.0,4.0,2.0,,91.0
3,"Deledio, Brett",13,6,3,16,,1.0,,5.0,2.0,4.0,2.0,,,,,6.0,10.0,1.0,1.0,,1.0,1.0,88.0
10,"Edwards, Shane",4,3,2,6,,1.0,,2.0,,2.0,,1.0,1.0,,,1.0,4.0,,,1.0,,,83.0
41,"Foley, Nathan",17,7,12,29,1,1.0,,4.0,2.0,9.0,7.0,6.0,2.0,1.0,,10.0,19.0,,,1.0,1.0,1.0,79.0
44,"Graham, Angus",1,4,7,8,,,12.0,4.0,,,,2.0,,,,2.0,6.0,,,3.0,,,41.0
27,"Hislop, Tom",6,4,6,12,,,,3.0,,4.0,1.0,3.0,,1.0,,2.0,10.0,,,2.0,,,72.0
23,"Jackson, Daniel",10,9,9,19,,,,1.0,1.0,3.0,2.0,4.0,,2.0,,3.0,17.0,,,1.0,,,87.0
46,"King, Jake",11,9,5,16,,,,2.0,3.0,,,3.0,,1.0,,,16.0,,,3.0,2.0,1.0,84.0
16,"McGuane, Luke",12,12,9,21,,1.0,,,2.0,,3.0,4.0,,2.0,,10.0,11.0,4.0,1.0,2.0,,,98.0
40,"Moore, Kelvin",8,5,2,10,,,,2.0,1.0,1.0,,,,,,1.0,9.0,,,5.0,2.0,,94.0
20,"Morton, Mitch",7,4,2,9,1,2.0,,3.0,,1.0,2.0,3.0,1.0,1.0,,5.0,5.0,1.0,2.0,,,,82.0
17,"Newman, Chris",15,8,5,20,,,,3.0,4.0,1.0,1.0,1.0,1.0,,,4.0,15.0,,,,1.0,1.0,91.0
14,"Polo, Dean",11,7,9,20,,,,4.0,2.0,1.0,1.0,,1.0,,,5.0,13.0,,,2.0,,,97.0
18,"Rance, Alex",9,7,10,19,,,,3.0,2.0,2.0,,6.0,1.0,1.0,,4.0,15.0,,,3.0,1.0,,77.0
12,"Richardson, Matthew",17,12,5,22,1,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,,11.0,10.0,4.0,4.0,5.0,,,98.0
8,"Riewoldt, Jack",6,4,1,7,1,1.0,1.0,2.0,,4.0,,,1.0,,,3.0,4.0,1.0,1.0,4.0,,,79.0
25,"Schulz, Jay",7,5,3,10,,,,2.0,2.0,2.0,2.0,,2.0,,,4.0,7.0,,,1.0,1.0,1.0,80.0
5,"Simmonds, Troy",4,2,5,9,,2.0,12.0,2.0,,,1.0,,1.0,,,3.0,5.0,,1.0,,,,73.0
30,"Tambling, Richard",4,4,8,12,,,,2.0,1.0,1.0,3.0,5.0,,1.0,,5.0,7.0,,,,,,73.0
21,"Tuck, Shane",15,9,18,33,1,,3.0,3.0,4.0,2.0,4.0,3.0,,2.0,,11.0,21.0,,1.0,,1.0,,79.0
35,"White, Matt",12,4,9,21,2,,,3.0,1.0,3.0,4.0,2.0,4.0,1.0,,7.0,14.0,,1.0,2.0,,1.0,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,221,138,148,369,8,15.0,30.0,56.0,34.0,46.0,36.0,54.0,18.0,16.0,,109.0,253.0,11.0,13.0,44.0,14.0,7.0,
Opposition,Opposition,202,103,170,372,16,14.0,32.0,59.0,35.0,53.0,29.0,51.0,16.0,18.0,6.0,122.0,246.0,13.0,14.0,47.0,20.0,12.0,
