Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
26,"Bice, Riley",24y 213d,6 (2-0-4 33.33%),1 (0.17),←,
22,"Blakey, Nick",25y 59d,135 (74-1-60 55.19%),43 (0.32),←,
16,"Campbell, Braeden",23y 82d,78 (46-1-31 59.62%),22 (0.28),←,
33,"Cleary, Caiden",20y 53d,9 (5-0-4 55.56%),2 (0.22),←,
13,"Florent, Oliver",26y 279d,175 (97-1-77 55.71%),50 (0.29),←,
10,"Francis, Aaron",27y 260d,76 (34-2-40 46.05%),16 (0.21),22 (10-1-11 47.73%),4 (0.18)
4,"Grundy, Brodie",31y 12d,227 (120-2-105 53.30%),72 (0.32),33 (21-0-12 63.64%),2 (0.06)
40,"Hanily, Tom",19y 331d,7 (2-0-5 28.57%),6 (0.86),←,
9,"Hayward, Will",26y 183d,170 (95-1-74 56.18%),210 (1.24),←,
5,"Heeney, Isaac",28y 357d,208 (130-1-77 62.74%),268 (1.29),←,
17,"Jordon, James",24y 128d,98 (69-1-28 70.92%),27 (0.28),33 (21-0-12 63.64%),10 (0.30)
19,"Ladhams, Peter",27y 103d,57 (35-0-22 61.40%),30 (0.53),25 (13-0-12 52.00%),9 (0.36)
44,"Lloyd, Jake",31y 219d,256 (156-1-99 61.13%),43 (0.17),←,
30,"McCartin, Tom",25y 118d,139 (79-0-60 56.83%),30 (0.22),←,
27,"McInerney, Justin",24y 252d,96 (57-1-38 59.90%),37 (0.39),←,
2,"McLean, Hayden",26y 97d,84 (48-1-35 57.74%),84 (1.00),←,
43,"Melican, Lewis",28y 174d,88 (48-1-39 55.11%),2 (0.02),←,
25,"Paton, Ben",26y 190d,74 (34-0-40 45.95%),4 (0.05),3 (0-0-3 0.00%),
24,"Rampe, Dane",34y 329d,258 (164-2-92 63.95%),9 (0.03),←,
34,"Roberts, Matt",21y 270d,37 (24-0-13 64.86%),4 (0.11),←,
8,"Rowbottom, James",24y 220d,124 (70-1-53 56.85%),37 (0.30),←,
1,"Warner, Chad",23y 343d,92 (56-0-36 60.87%),87 (0.95),←,
37,"Warner, Corey",21y 202d,16 (7-0-9 43.75%),7 (0.44),←,
Totals,Totals,25y 322d,2510 (1452-17-1041 57.85%),1091 (0.43),,
C,"Cox, Dean",43y 269d,7 (2-0-5 28.57%),,←,
