Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",26y 190d,62 (25-0-37 40.32%),22 (0.35),←,
5,"Buckley, Nathan",29y 310d,193 (74-2-117 38.86%),195 (1.01),173 (70-2-101 41.04%),174 (1.01)
17,"Burns, Scott",27y 160d,123 (49-1-73 40.24%),55 (0.45),←,
8,"Clement, James",25y 270d,114 (43-0-71 37.72%),46 (0.40),30 (17-0-13 56.67%),8 (0.27)
34,"Cloke, Jason",20y 26d,9 (7-0-2 77.78%),1 (0.11),←,
1,"Davis, Leon",20y 349d,41 (18-0-23 43.90%),44 (1.07),←,
19,"Davis, Nick",22y 63d,61 (25-0-36 40.98%),68 (1.11),←,
4,"Didak, Alan",19y 106d,10 (7-0-3 70.00%),7 (0.70),←,
25,"Fraser, Josh",20y 147d,52 (25-0-27 48.08%),32 (0.62),←,
9,"Freeborn, Glenn",29y 115d,122 (65-0-57 53.28%),61 (0.50),67 (27-0-40 40.30%),34 (0.51)
6,"Holland, Brodie",22y 149d,67 (26-0-41 38.81%),80 (1.19),31 (18-0-13 58.06%),43 (1.39)
26,"Johnson, Ben",21y 57d,38 (20-0-18 52.63%),10 (0.26),←,
18,"Licuria, Paul",24y 148d,77 (29-0-48 37.66%),17 (0.22),67 (27-0-40 40.30%),15 (0.22)
24,"Lockyer, Tarkyn",22y 214d,66 (28-0-38 42.42%),31 (0.47),←,
27,"McGough, Mark",17y 344d,7 (6-0-1 85.71%),2 (0.29),←,
12,"McKee, Steven",23y 346d,48 (26-0-22 54.17%),8 (0.17),28 (16-0-12 57.14%),7 (0.25)
7,"Molloy, Jarrod",26y 20d,146 (59-1-86 40.75%),182 (1.25),26 (14-0-12 53.85%),24 (0.92)
11,"OBree, Shane",23y 78d,68 (31-0-37 45.59%),20 (0.29),49 (22-0-27 44.90%),17 (0.35)
35,"Prestigiacomo, Simon",24y 121d,100 (38-0-62 38.00%),2 (0.02),←,
23,"Rocca, Anthony",24y 290d,128 (53-0-75 41.41%),186 (1.45),106 (42-0-64 39.62%),175 (1.65)
20,"Tarrant, Chris",21y 256d,72 (29-0-43 40.28%),117 (1.63),←,
14,"Wakelin, Shane",27y 293d,125 (59-2-64 48.00%),19 (0.15),31 (18-0-13 58.06%),
Totals,Totals,23y 267d,1729 (742-6-981 42.91%),1205 (0.70),,
C,"Malthouse, Mick",48y 288d,432 (248-4-180 57.87%),,54 (25-0-29 46.30%),
