Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Berry, Sam",9,5,12,21,,,,9.0,7.0,2.0,1.0,6.0,1.0,,,8.0,15.0,,1.0,1.0,,1.0,69.0
16,"Brown, Luke",12,6,6,18,,,,,5.0,1.0,,2.0,1.0,,,6.0,11.0,,,3.0,,,86.0
41,"Butts, Jordon",9,6,4,13,,,,,3.0,,,4.0,,3.0,,4.0,8.0,1.0,,3.0,,,85.0
15,"Cook, Brayden",4,2,4,8,1,,,3.0,,2.0,1.0,,,,,3.0,5.0,,,1.0,1.0,,68.0
12,"Dawson, Jordan",23,10,7,30,1,,,3.0,7.0,3.0,2.0,3.0,,1.0,,7.0,20.0,,,1.0,,,92.0
39,"Doedee, Tom",13,5,3,16,,,,1.0,3.0,2.0,,1.0,2.0,1.0,,4.0,10.0,,,5.0,,,97.0
22,"Frampton, Billy",14,6,1,15,1,,,,7.0,1.0,,3.0,1.0,3.0,,1.0,9.0,,,9.0,,1.0,93.0
44,"Gollant, Lachlan",7,3,2,9,,1.0,,,,2.0,,2.0,2.0,1.0,,2.0,7.0,,,1.0,,,73.0
17,"Hamill, Will",7,4,8,15,,,,,3.0,1.0,1.0,2.0,,1.0,,7.0,8.0,1.0,,6.0,,1.0,69.0
6,"Hately, Jackson",10,3,5,15,,,,6.0,,5.0,4.0,4.0,3.0,3.0,,8.0,7.0,1.0,1.0,1.0,,,86.0
34,"Himmelberg, Elliott",4,2,5,9,1,,6.0,2.0,,2.0,,2.0,2.0,2.0,,4.0,5.0,,,1.0,,,84.0
20,"Hinge, Mitch",13,8,4,17,,1.0,,2.0,3.0,1.0,,7.0,1.0,2.0,,4.0,12.0,,,5.0,,,75.0
1,"Jones, Chayce",11,3,7,18,,1.0,,2.0,5.0,5.0,3.0,5.0,,3.0,,7.0,12.0,,,1.0,1.0,2.0,87.0
2,"Keays, Ben",11,3,18,29,,,,6.0,1.0,3.0,2.0,5.0,2.0,2.0,,11.0,18.0,,,1.0,,,83.0
29,"Laird, Rory",14,5,19,33,,,,7.0,2.0,5.0,8.0,5.0,2.0,1.0,,12.0,22.0,,,,,,75.0
23,"McAdam, Shane",7,5,4,11,2,1.0,,3.0,,1.0,1.0,2.0,3.0,1.0,,6.0,6.0,2.0,3.0,1.0,1.0,,76.0
4 ↓,"Murphy, Lachlan",7,4,2,9,,,,1.0,3.0,3.0,,2.0,1.0,,,4.0,4.0,,,,,,62.0
43,"OBrien, Reilly",3,,4,7,,,38.0,2.0,,,5.0,2.0,1.0,1.0,,7.0,1.0,,,5.0,,,77.0
8,"Rachele, Josh",10,2,2,12,1,2.0,,2.0,1.0,,,3.0,,,,3.0,11.0,,,1.0,,,85.0
31 ↑,"Rowe, James",2,1,3,5,,,,,,,,1.0,,,,1.0,4.0,,,1.0,,,23.0
26,"Schoenberg, Harry",9,3,13,22,1,,,6.0,3.0,2.0,2.0,7.0,1.0,1.0,,8.0,15.0,,,1.0,,,78.0
38,"Sholl, Lachlan",9,4,6,15,,,,,4.0,2.0,1.0,2.0,,1.0,,3.0,12.0,,,,,1.0,83.0
13,"Walker, Taylor",10,3,6,16,2,1.0,2.0,1.0,,6.0,,2.0,1.0,2.0,,8.0,10.0,,1.0,2.0,,1.0,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,93,145,363,10,8.0,46.0,56.0,57.0,49.0,31.0,72.0,24.0,29.0,,128.0,232.0,5.0,6.0,50.0,3.0,7.0,
Opposition,Opposition,243,114,145,388,17,14.0,22.0,49.0,36.0,74.0,42.0,59.0,29.0,24.0,6.0,142.0,243.0,12.0,11.0,45.0,10.0,11.0,
