Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Akermanis, Jason",17,8,8,25,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
10,"Ashcroft, Marcus",12,3,7,19,,2.0,,4.0,,,,,2.0,,,,,,,,,,
17,"Bartlett, Trent",6,5,6,12,,,,2.0,,,,,,1.0,,,,,,,,,
25,"Bews, Andrew",6,2,4,10,,,,2.0,,,,,2.0,,,,,,,,,,
1,"Champion, Richard",6,1,3,9,,,2.0,3.0,,,,,1.0,1.0,,,,,,,,,
16,"Clarke, Matthew",5,3,9,14,,,20.0,1.0,,,,,4.0,4.0,,,,,,,,,
14,"Dickfos, Danny",4,1,1,5,,,,2.0,,,,,,1.0,,,,,,,,,
6,"Fletcher, Adrian",7,1,3,10,1,,,1.0,,,,,,1.0,,,,,,,,,
8,"Gowers, Andrew",15,6,2,17,,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
27,"Keating, Clark",,,1,1,,,2.0,,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",18,5,3,21,,1.0,,1.0,,,,,2.0,,,,,,,,,,
18,"Lambert, Craig",11,3,16,27,,1.0,,,,,,,2.0,2.0,,,,,,,,,
44,"Lappin, Nigel",26,7,5,31,2,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
23,"Leppitsch, Justin",10,2,5,15,4,2.0,,1.0,,,,,1.0,3.0,,,,,,,,,
11,"Lynch, Alastair",14,10,2,16,5,5.0,,1.0,,,,,3.0,3.0,,,,,,,,,
42,"Lynch, Tristan",13,2,4,17,,,,1.0,,,,,3.0,,,,,,,,,,
4,"McRae, Craig",9,2,5,14,,2.0,,,,,,,,2.0,,,,,,,,,
22,"Scott, Chris",4,3,3,7,1,1.0,,1.0,,,,,,,,,,,,,,,
38,"Scott, Dion",2,,,2,,,,2.0,,,,,,1.0,,,,,,,,,
3,"Voss, Michael",17,6,12,29,,1.0,,2.0,,,,,,1.0,3.0,,,,,,,,
33,"White, Darryl",4,1,5,9,1,,1.0,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,71,104,310,15,18.0,25.0,28.0,,,,,24.0,23.0,5.0,,,,,,,,
Opposition,Opposition,189,68,112,301,14,14.0,14.0,23.0,,,,,23.0,24.0,1.0,,,,,,,,
