Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Bowey, Jake",7,4,9,16,,,,,1.0,1.0,3.0,3.0,,2.0,,5.0,9.0,,,1.0,,,78.0
10,"Brayshaw, Angus",13,5,5,18,,,,4.0,1.0,4.0,1.0,6.0,1.0,2.0,,3.0,12.0,,,4.0,,,82.0
50,"Brown, Ben",7,5,2,9,2,,,1.0,,4.0,1.0,2.0,1.0,1.0,,3.0,6.0,1.0,3.0,2.0,,,79.0
31,"Fritsch, Bayley",6,2,1,7,1,2.0,,4.0,,2.0,,1.0,1.0,1.0,,2.0,6.0,,1.0,,1.0,,86.0
11,"Gawn, Max",17,6,8,25,1,,39.0,3.0,2.0,5.0,7.0,3.0,,1.0,1.0,13.0,12.0,2.0,1.0,3.0,,,87.0
4,"Harmes, James",10,2,16,26,,,,3.0,4.0,5.0,5.0,3.0,1.0,,,11.0,15.0,,,1.0,,1.0,82.0
6,"Jackson, Luke",1,1,6,7,,,7.0,2.0,,,,2.0,,1.0,,3.0,4.0,,1.0,,,,67.0
23,"Jordon, James",,,,,,,,,,,,,,,,,,,,,,,
15,"Langdon, Ed",12,3,7,19,,,,2.0,,4.0,1.0,4.0,,1.0,,3.0,15.0,,,2.0,,,96.0
8,"Lever, Jake",11,8,11,22,,,,1.0,4.0,2.0,,1.0,1.0,1.0,,10.0,11.0,4.0,,5.0,,1.0,100.0
1,"May, Steven",18,9,1,19,,,,,8.0,1.0,,4.0,2.0,1.0,,3.0,11.0,1.0,,5.0,,,100.0
25,"McDonald, Tom",4,2,2,6,,,3.0,2.0,,2.0,1.0,2.0,,1.0,,2.0,4.0,,,,,,81.0
30,"Neal-Bullen, Alex",6,3,10,16,,,,5.0,2.0,1.0,3.0,2.0,,1.0,,9.0,8.0,,,3.0,,,79.0
13,"Oliver, Clayton",17,2,20,37,2,1.0,,7.0,1.0,7.0,9.0,6.0,4.0,3.0,3.0,26.0,11.0,1.0,,1.0,,1.0,90.0
5,"Petracca, Christian",13,3,13,26,,,,3.0,3.0,4.0,6.0,3.0,1.0,1.0,,11.0,14.0,,,2.0,,2.0,89.0
35,"Petty, Harry",4,1,3,7,,,,4.0,1.0,,,2.0,2.0,2.0,,5.0,4.0,,,2.0,,,97.0
36,"Pickett, Kysaiah",12,4,2,14,3,1.0,,3.0,,5.0,3.0,2.0,,1.0,,6.0,6.0,,1.0,,1.0,1.0,72.0
24,"Rivers, Trent",5,3,7,12,,,,3.0,3.0,1.0,,2.0,,1.0,,1.0,9.0,,,1.0,,,65.0
3,"Salem, Christian",16,9,11,27,,,,4.0,5.0,3.0,4.0,6.0,,2.0,,7.0,20.0,,,,,,85.0
44,"Smith, Joel",3,4,3,6,,,,2.0,,,,,,,,3.0,5.0,,,4.0,,,76.0
9,"Spargo, Charlie",7,3,3,10,2,,,3.0,,1.0,,,,,,2.0,7.0,,,1.0,,1.0,74.0
32,"Sparrow, Tom",10,6,2,12,,,,5.0,1.0,2.0,,3.0,2.0,,,7.0,6.0,3.0,1.0,,,,62.0
7,"Viney, Jack",8,2,9,17,1,1.0,,9.0,1.0,2.0,4.0,3.0,1.0,,,5.0,12.0,,,5.0,,1.0,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,87,151,358,12,9.0,49.0,70.0,37.0,56.0,48.0,60.0,17.0,23.0,4.0,140.0,207.0,12.0,8.0,42.0,2.0,8.0,
Opposition,Opposition,229,106,148,377,12,5.0,39.0,61.0,42.0,49.0,41.0,58.0,23.0,17.0,2.0,140.0,234.0,2.0,8.0,58.0,1.0,9.0,
