Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",25y 163d,73 (35-0-38 47.95%),7 (0.10),←,
26,"Bickley, Mark",32y 288d,236 (116-0-120 49.15%),70 (0.30),←,
10,"Bode, Matthew",22y 324d,38 (16-0-22 42.11%),31 (0.82),9 (5-0-4 55.56%),6 (0.67)
24,"Burton, Brett",24y 15d,52 (23-0-29 44.23%),57 (1.10),←,
4,"Clarke, Matthew",28y 243d,163 (77-2-84 47.85%),26 (0.16),33 (15-0-18 45.45%),7 (0.21)
11,"Doughty, Michael",22y 287d,13 (9-0-4 69.23%),9 (0.69),←,
9,"Edwards, Tyson",25y 286d,134 (67-0-67 50.00%),78 (0.58),←,
15,"Fitzgerald, Ryan",25y 215d,18 (8-0-10 44.44%),23 (1.28),8 (5-0-3 62.50%),8 (1.00)
36,"Goodwin, Simon",25y 144d,103 (55-0-48 53.40%),49 (0.48),←,
34,"Hart, Ben",27y 314d,232 (115-1-116 49.78%),41 (0.18),←,
18,"Johncock, Graham",19y 210d,8 (5-0-3 62.50%),5 (0.63),←,
28,"Johnson, Kane",24y 65d,91 (46-0-45 50.55%),39 (0.43),←,
31,"Marsh, Ben",25y 314d,44 (24-0-20 54.55%),17 (0.39),←,
3,"Massie, Kris",21y 354d,47 (28-0-19 59.57%),13 (0.28),4 (2-0-2 50.00%),1 (0.25)
23,"McLeod, Andrew",25y 288d,153 (77-0-76 50.33%),163 (1.07),←,
6,"Nelson, Ben",25y 116d,47 (27-0-20 57.45%),6 (0.13),7 (5-0-2 71.43%),
22,"Perrie, Ian",23y 40d,34 (18-0-16 52.94%),31 (0.91),←,
32,"Ricciuto, Mark",26y 345d,200 (94-1-105 47.25%),144 (0.72),←,
7,"Smart, Nigel",32y 363d,236 (115-1-120 48.94%),107 (0.45),←,
20,"Stenglein, Tyson",21y 307d,48 (26-0-22 54.17%),8 (0.17),←,
19,"Stevens, Mark",26y 206d,94 (53-0-41 56.38%),67 (0.71),73 (37-0-36 50.68%),47 (0.64)
17,"Welsh, Scott",23y 163d,84 (49-0-35 58.33%),121 (1.44),48 (23-0-25 47.92%),91 (1.90)
Totals,Totals,25y 147d,2148 (1083-5-1060 50.42%),1112 (0.52),,
C,"Ayres, Gary",41y 233d,169 (91-1-77 54.14%),,53 (26-0-27 49.06%),
