Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
13,"Boyd, Tom",19y 1d,8 (2-0-6 25.00%),7 (0.88),←,
14,"Bugg, Tomas",21y 140d,48 (8-0-40 16.67%),13 (0.27),←,
21,"Buntine, Matt",20y 308d,15 (2-0-13 13.33%),,←,
48,"Frost, Sam",20y 360d,21 (5-0-16 23.81%),2 (0.10),←,
15,"Golds, Tim",21y 139d,6 (0-0-6 0.00%),,←,
4,"Greene, Toby",20y 332d,52 (6-0-46 11.54%),18 (0.35),←,
33,"Hoskin-Elliott, Will",20y 355d,38 (5-0-33 13.16%),33 (0.87),←,
32,"Hunt, Josh",32y 162d,211 (138-1-72 65.64%),33 (0.16),13 (4-0-9 30.77%),4 (0.31)
22,"Kelly, Josh",19y 192d,17 (4-0-13 23.53%),12 (0.71),←,
40,"Kennedy, Adam",22y 42d,54 (7-0-47 12.96%),4 (0.07),←,
41,"Mumford, Shane",28y 49d,116 (74-2-40 64.66%),43 (0.37),16 (5-0-11 31.25%),4 (0.25)
24,"ORourke, Jonathan",20y 124d,9 (1-0-8 11.11%),,←,
7,"Palmer, Rhys",25y 191d,95 (26-0-69 27.37%),62 (0.65),42 (5-0-37 11.90%),39 (0.93)
30,"Plowman, Lachie",19y 346d,17 (2-0-15 11.76%),1 (0.06),←,
23,"Shaw, Heath",28y 269d,190 (115-2-73 61.05%),37 (0.19),17 (5-0-12 29.41%),
5,"Shiel, Dylan",21y 167d,49 (6-0-43 12.24%),25 (0.51),←,
10,"Smith, Devon",21y 95d,58 (8-0-50 13.79%),51 (0.88),←,
36,"Stewart, James",20y 172d,3 (1-0-2 33.33%),,←,
20,"Tomlinson, Adam",21y 13d,44 (4-0-40 9.09%),15 (0.34),←,
17,"Treloar, Adam",21y 167d,57 (8-0-49 14.04%),32 (0.56),←,
42,"Whiley, Mark",21y 265d,12 (2-0-10 16.67%),2 (0.17),←,
16,"Wilson, Nathan",21y 228d,18 (3-0-15 16.67%),7 (0.39),←,
Totals,Totals,22y 121d,1138 (427-5-706 37.52%),397 (0.35),,
C,"Cameron, Leon",41y 355d,21 (5-0-16 23.81%),,←,
