Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
37,"Boyd, Jordan",23y 267d,6 (3-0-3 50.00%),,←,
46,"Cottrell, Matthew",22y 108d,28 (15-0-13 53.57%),6 (0.21),←,
9,"Cripps, Patrick",27y 90d,150 (46-1-103 31.00%),83 (0.55),←,
30,"Curnow, Charlie",25y 133d,75 (20-0-55 26.67%),119 (1.59),←,
12,"De Koning, Tom",22y 335d,34 (16-0-18 47.06%),11 (0.32),←,
15,"Docherty, Sam",28y 242d,135 (49-1-85 36.67%),16 (0.12),122 (43-1-78 35.66%),15 (0.12)
19,"Durdin, Corey",20y 63d,14 (9-0-5 64.29%),11 (0.79),←,
38,"Durdin, Sam",26y 10d,23 (9-0-14 39.13%),1 (0.04),1 (0-0-1 0.00%),
25,"Fisher, Zac",24y 1d,86 (25-0-61 29.07%),43 (0.50),←,
8,"Fogarty, Lachie",23y 76d,43 (21-0-22 48.84%),12 (0.28),20 (8-0-12 40.00%),6 (0.30)
29,"Hewett, George",26y 169d,131 (78-0-53 59.54%),35 (0.27),11 (7-0-4 63.64%),3 (0.27)
7,"Kennedy, Matthew",25y 71d,72 (34-2-36 48.61%),34 (0.47),53 (23-0-30 43.40%),27 (0.51)
21,"Martin, Jack",27y 138d,132 (41-1-90 31.44%),109 (0.83),35 (16-0-19 45.71%),28 (0.80)
10,"McKay, Harry",24y 174d,77 (28-0-49 36.36%),156 (2.03),←,
24,"Newman, Nic",29y 152d,80 (41-0-39 51.25%),14 (0.17),49 (21-0-28 42.86%),6 (0.12)
32,"Newnes, Jack",29y 112d,199 (74-2-123 37.69%),74 (0.37),44 (19-0-25 43.18%),19 (0.43)
4,"OBrien, Lochie",22y 271d,52 (18-0-34 34.62%),14 (0.27),←,
44,"Owies, Matthew",25y 89d,27 (16-0-11 59.26%),26 (0.96),←,
20,"Plowman, Lachie",27y 278d,138 (46-0-92 33.33%),2 (0.01),118 (42-0-76 35.59%),1 (0.01)
42,"Saad, Adam",27y 328d,143 (59-2-82 41.96%),10 (0.07),34 (16-0-18 47.06%),2 (0.06)
1,"Silvagni, Jack",24y 181d,90 (31-0-59 34.44%),68 (0.76),←,
18,"Walsh, Sam",21y 349d,73 (30-0-43 41.10%),30 (0.41),←,
33,"Young, Lewis",23y 178d,34 (21-0-13 61.76%),2 (0.06),10 (6-0-4 60.00%),1 (0.10)
Totals,Totals,25y 71d,1842 (730-9-1103 39.63%),876 (0.48),,
C,"Voss, Michael",46y 344d,121 (51-1-69 42.56%),,12 (8-0-4 66.67%),
