Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",28y 245d,170 (88-5-77 53.24%),140 (0.82),←,
5,"Buckley, Nathan",23y 306d,73 (27-2-44 38.36%),71 (0.97),53 (23-2-28 45.28%),50 (0.94)
17,"Burns, Scott",21y 156d,29 (12-1-16 43.10%),4 (0.14),←,
28,"Crosisca, Gavin",27y 255d,170 (96-5-69 57.94%),49 (0.29),←,
39,"Crow, Scott",22y 161d,22 (10-0-12 45.45%),4 (0.18),9 (4-0-5 44.44%),2 (0.22)
2,"Francis, Tony",27y 56d,111 (63-2-46 57.66%),75 (0.68),←,
31,"Hotton, Trent",22y 178d,12 (3-0-9 25.00%),12 (1.00),←,
8,"James, Brett",23y 164d,36 (15-1-20 43.06%),24 (0.67),←,
23,"Kelly, Craig",29y 346d,119 (66-3-50 56.72%),43 (0.36),←,
27,"McDonald, Alex",26y 104d,55 (30-0-25 54.55%),31 (0.56),9 (4-0-5 44.44%),7 (0.78)
6,"Patterson, Stephen",25y 144d,28 (12-1-15 44.64%),35 (1.25),←,
16,"Pitt, Steven",22y 310d,5 (2-0-3 40.00%),1 (0.20),←,
7,"Pyman, Robert",24y 234d,18 (9-0-9 50.00%),8 (0.44),2 (1-0-1 50.00%),
13,"Richardson, Alan",31y 10d,111 (60-4-47 55.86%),10 (0.09),←,
3,"Richardson, Mark",23y 209d,39 (21-1-17 55.13%),44 (1.13),←,
36,"Rocca, Saverio",22y 189d,80 (41-2-37 52.50%),280 (3.50),←,
29,"Russell, Scott",26y 20d,132 (77-3-52 59.47%),83 (0.63),←,
12,"Schauble, Andrew",19y 192d,12 (6-0-6 50.00%),3 (0.25),←,
30,"Sharkey, Paul",21y 354d,15 (6-0-9 40.00%),1 (0.07),←,
14,"Watson, Shane",22y 100d,81 (40-1-40 50.00%),48 (0.59),←,
19,"Wright, Graham",27y 356d,160 (98-4-58 62.50%),97 (0.61),←,
Totals,Totals,24y 299d,1478 (782-35-661 52.91%),1063 (0.72),,
C,"Shaw, Tony",35y 309d,9 (4-0-5 44.44%),,←,
