North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",26y 3d,122 (61-1-60 50.41%),119 (0.98),←,
11,"Archer, Glenn",21y 66d,37 (21-0-16 56.76%),13 (0.35),←,
12,"Blakey, John",27y 309d,161 (68-0-93 42.24%),42 (0.26),26 (16-0-10 61.54%),4 (0.15)
39,"Campbell, Warren",19y 222d,4 (3-0-1 75.00%),5 (1.25),←,
6,"Fairley, Ian",29y 253d,159 (77-2-80 49.06%),147 (0.92),←,
26,"Ishchenko, Alex",30y 39d,118 (51-0-67 43.22%),36 (0.31),46 (25-0-21 54.35%),11 (0.24)
7,"Laidley, Dani",27y 63d,78 (46-1-31 59.62%),12 (0.15),26 (17-0-9 65.38%),1 (0.04)
35,"Longmire, John",23y 149d,118 (57-1-60 48.73%),379 (3.21),←,
20,"Mann, Peter",23y 264d,28 (12-0-16 42.86%),10 (0.36),←,
4,"Martyn, Mick",25y 271d,122 (61-1-60 50.41%),11 (0.09),←,
41,"McAdam, Adrian",23y 78d,25 (15-0-10 60.00%),79 (3.16),←,
38,"McCarthy, Adam",22y 104d,10 (4-0-6 40.00%),2 (0.20),←,
31,"McKernan, Corey",20y 161d,8 (6-0-2 75.00%),9 (1.13),←,
13,"Nichols, Trent",25y 52d,69 (23-1-45 34.06%),66 (0.96),9 (6-0-3 66.67%),17 (1.89)
3,"Rock, Anthony",23y 242d,74 (41-0-33 55.41%),71 (0.96),←,
1,"Romero, Jose",22y 301d,81 (43-0-38 53.09%),92 (1.14),←,
2,"Schwass, Wayne",25y 183d,107 (53-0-54 49.53%),62 (0.58),←,
8,"Sholl, Brad",21y 200d,2 (0-0-2 0.00%),,←,
24,"Sholl, Craig",26y 150d,94 (50-0-44 53.19%),17 (0.18),←,
15,"Smith, Ross",29y 115d,181 (87-2-92 48.62%),34 (0.19),←,
10,"Stevens, Anthony",22y 331d,72 (38-0-34 52.78%),31 (0.43),←,
Totals,Totals,24y 239d,1670 (817-9-844 48.92%),1237 (0.74),,
C,"Pagan, Denis",46y 247d,30 (19-0-11 63.33%),,←,
