North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",26y,85 (43-1-41 51.18%),64 (0.75),←,
18,"Atley, Shaun",21y 205d,64 (33-0-31 51.56%),7 (0.11),←,
3,"Bastinac, Ryan",22y 288d,82 (44-0-38 53.66%),42 (0.51),←,
35,"Black, Aaron",23y 128d,25 (14-0-11 56.00%),40 (1.60),←,
10,"Cunnington, Ben",22y 280d,77 (39-0-38 50.65%),29 (0.38),←,
1,"Currie, Daniel",25y 50d,2 (2-0-0 100.00%),1 (0.50),←,
15,"Dal Santo, Nick",30y 43d,263 (147-5-111 56.84%),142 (0.54),3 (2-0-1 66.67%),2 (0.67)
43,"Gibson, Sam",27y 314d,38 (22-0-16 57.89%),14 (0.37),←,
22,"Goldstein, Todd",25y 279d,104 (53-1-50 51.44%),50 (0.48),←,
24,"Greenwood, Levi",25y 46d,54 (28-1-25 52.78%),11 (0.20),←,
17,"Grima, Nathan",28y 244d,75 (39-1-35 52.67%),1 (0.01),←,
6,"Hansen, Lachlan",25y 232d,102 (50-1-51 49.51%),75 (0.74),←,
29,"Harvey, Brent",35y 327d,365 (197-3-165 54.38%),436 (1.19),←,
5,"Jacobs, Ben",22y 87d,34 (9-0-25 26.47%),8 (0.24),8 (4-0-4 50.00%),3 (0.38)
34,"Macmillan, Jamie",22y 195d,61 (34-0-27 55.74%),26 (0.43),←,
21,"McDonald, Luke",19y 56d,3 (2-0-1 66.67%),,←,
2,"McKenzie, Brad",20y 312d,15 (8-0-7 53.33%),3 (0.20),←,
41,"Mullett, Aaron",22y 42d,34 (18-0-16 52.94%),18 (0.53),←,
20,"Petrie, Drew",31y 173d,247 (119-3-125 48.79%),311 (1.26),←,
12,"Thomas, Lindsay",26y 37d,133 (62-2-69 47.37%),211 (1.59),←,
16,"Thompson, Scott",27y 332d,115 (51-2-62 45.22%),6 (0.05),←,
8,"Wells, Daniel",29y 62d,215 (109-2-104 51.16%),142 (0.66),←,
Totals,Totals,25y 203d,2193 (1123-22-1048 51.21%),1637 (0.75),,
C,"Scott, Brad",37y 338d,92 (47-0-45 51.09%),,←,
