Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",9,5,11,20,,,,3.0,6.0,1.0,1.0,2.0,,2.0,,6.0,14.0,,,1.0,3.0,,90.0
7,"Brown, Nathan",22,13,12,34,2,4.0,,1.0,2.0,9.0,4.0,3.0,1.0,,1.0,8.0,25.0,1.0,2.0,3.0,4.0,2.0,98.0
9,"Campbell, Wayne",8,6,9,17,,,,2.0,2.0,2.0,1.0,,,,,,18.0,,,2.0,2.0,1.0,60.0
6,"Chaffey, Mark",5,5,7,12,,,,2.0,,2.0,,2.0,,,,2.0,10.0,,,3.0,2.0,,92.0
24,"Coughlan, Mark",11,6,10,21,,2.0,,5.0,3.0,3.0,1.0,1.0,2.0,,,9.0,12.0,,,3.0,1.0,2.0,84.0
3,"Deledio, Brett",6,4,6,12,1,,,,,2.0,,,1.0,,,4.0,8.0,,,2.0,1.0,,71.0
2,"Gaspar, Darren",11,6,3,14,,,,,6.0,1.0,,1.0,1.0,,,2.0,12.0,,,1.0,1.0,,100.0
34,"Graham, Mark",12,2,7,19,,,,1.0,6.0,1.0,1.0,3.0,,,,7.0,11.0,,,5.0,,,92.0
20,"Hall, Ray",2,1,7,9,,,,,1.0,1.0,,2.0,,1.0,,6.0,3.0,,,3.0,,,100.0
31,"Hyde, Chris",13,7,9,22,,,,,1.0,5.0,3.0,2.0,,,3.0,5.0,18.0,,,,1.0,,81.0
23,"Jackson, Daniel",5,2,3,8,,,,,2.0,1.0,2.0,2.0,,1.0,,3.0,5.0,,,,,,59.0
39,"Kellaway, Andrew",11,3,9,20,,,,1.0,5.0,1.0,2.0,1.0,1.0,1.0,,3.0,17.0,,,6.0,,,100.0
13,"Knobel, Trent",5,7,9,14,1,,9.0,2.0,,4.0,,5.0,1.0,4.0,,5.0,9.0,2.0,1.0,7.0,1.0,1.0,62.0
27,"Krakouer, Andrew",13,7,2,15,,2.0,,2.0,1.0,5.0,2.0,5.0,,1.0,,3.0,12.0,,2.0,,1.0,1.0,84.0
35,"Newman, Chris",13,5,8,21,,1.0,,2.0,4.0,1.0,,1.0,2.0,1.0,,9.0,13.0,,,2.0,,1.0,100.0
15,"Pettifer, Kayne",11,4,2,13,1,,,1.0,,6.0,,3.0,,,,1.0,11.0,,,1.0,,,71.0
4,"Raines, Andrew",2,2,9,11,,,,,1.0,,1.0,,,,,3.0,6.0,,,1.0,,,53.0
12,"Richardson, Matthew",14,9,3,17,6,2.0,,1.0,,4.0,,6.0,2.0,2.0,2.0,6.0,12.0,3.0,7.0,2.0,,1.0,100.0
5,"Simmonds, Troy",8,6,4,12,1,1.0,6.0,,,4.0,1.0,1.0,1.0,1.0,,5.0,7.0,2.0,1.0,1.0,,1.0,94.0
10,"Stafford, Greg",6,4,3,9,2,1.0,5.0,,1.0,2.0,3.0,3.0,2.0,2.0,,5.0,4.0,1.0,2.0,1.0,,,58.0
32,"Tivendale, Greg",12,6,9,21,,,,2.0,3.0,6.0,1.0,3.0,2.0,1.0,,7.0,16.0,,,,3.0,1.0,86.0
21,"Tuck, Shane",13,4,6,19,,1.0,2.0,3.0,,4.0,3.0,2.0,,,,11.0,8.0,,1.0,3.0,1.0,,64.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,114,148,360,14,16.0,22.0,28.0,44.0,65.0,26.0,48.0,16.0,17.0,6.0,110.0,251.0,9.0,16.0,47.0,21.0,11.0,
Opposition,Opposition,215,126,123,338,7,10.0,27.0,43.0,52.0,46.0,20.0,47.0,17.0,16.0,,93.0,243.0,9.0,13.0,42.0,32.0,5.0,
