Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",9,3,8,17,,1.0,,1.0,2.0,2.0,,,,,,4.0,10.0,,,3.0,2.0,,100.0
35,"Biglands, Rhett",4,1,7,11,1,,19.0,2.0,1.0,4.0,3.0,,2.0,,,6.0,5.0,1.0,,1.0,,1.0,51.0
44,"Bock, Nathan",12,4,2,14,,,1.0,2.0,2.0,2.0,,3.0,,3.0,,2.0,13.0,,,6.0,2.0,,100.0
24,"Burton, Brett",15,4,2,17,,,1.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,,7.0,12.0,,,3.0,1.0,,89.0
11,"Doughty, Michael",3,2,4,7,,,,5.0,,,1.0,2.0,,2.0,,2.0,5.0,,,,,,73.0
9,"Edwards, Tyson",11,5,10,21,2,,,6.0,4.0,7.0,7.0,3.0,1.0,2.0,,11.0,10.0,1.0,1.0,1.0,,,92.0
36,"Goodwin, Simon",16,1,14,30,2,4.0,,2.0,2.0,7.0,8.0,2.0,1.0,1.0,3.0,14.0,16.0,,1.0,3.0,,,82.0
34,"Hart, Ben",6,5,5,11,,,,1.0,3.0,,,,1.0,,,4.0,7.0,,,2.0,,,100.0
37,"Hentschel, Trent",6,4,3,9,,2.0,,3.0,1.0,2.0,,,1.0,,,3.0,6.0,,2.0,,,,66.0
13,"Hudson, Ben",5,1,8,13,,,25.0,,,3.0,6.0,1.0,1.0,,,9.0,4.0,,,,,,49.0
18,"Johncock, Graham",9,5,2,11,1,,,1.0,2.0,5.0,,1.0,1.0,1.0,,2.0,10.0,,,,4.0,,73.0
39,"Mattner, Martin",7,2,4,11,,1.0,,3.0,,1.0,1.0,2.0,1.0,,2.0,7.0,6.0,,1.0,3.0,2.0,,95.0
16,"McGregor, Ken",5,3,5,10,1,1.0,,,,1.0,,2.0,1.0,1.0,,5.0,5.0,,1.0,1.0,,1.0,67.0
23,"McLeod, Andrew",7,1,12,19,,,,,2.0,4.0,1.0,,,,,7.0,12.0,,,,3.0,1.0,100.0
22,"Perrie, Ian",12,9,3,15,2,3.0,2.0,1.0,,5.0,,2.0,1.0,2.0,,2.0,12.0,,4.0,3.0,,,100.0
33,"Reilly, Brent",8,2,5,13,2,1.0,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,5.0,8.0,,,,5.0,,70.0
32,"Ricciuto, Mark",7,,14,21,,,,3.0,1.0,4.0,7.0,2.0,2.0,2.0,,12.0,9.0,,,3.0,,,75.0
25,"Rutten, Ben",3,3,7,10,,,,1.0,1.0,1.0,,1.0,,1.0,,6.0,3.0,2.0,,4.0,,,100.0
12,"Shirley, Robert",6,1,6,12,,,,4.0,,2.0,1.0,4.0,,1.0,,5.0,7.0,,,5.0,,1.0,72.0
14,"Skipworth, Hayden",8,2,8,16,,,,,,5.0,3.0,,2.0,,,5.0,10.0,,,3.0,1.0,,67.0
5,"Thompson, Scott",10,4,4,14,,3.0,,3.0,,2.0,4.0,1.0,1.0,1.0,1.0,6.0,7.0,,2.0,3.0,,1.0,78.0
17,"Welsh, Scott",10,3,4,14,2,2.0,,,,5.0,,4.0,1.0,2.0,,9.0,4.0,2.0,2.0,1.0,,1.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,179,65,137,316,13,22.0,48.0,44.0,25.0,69.0,46.0,36.0,22.0,23.0,6.0,133.0,181.0,6.0,14.0,45.0,20.0,6.0,
Opposition,Opposition,185,91,97,282,7,4.0,29.0,62.0,52.0,33.0,27.0,58.0,23.0,22.0,,112.0,171.0,9.0,3.0,36.0,13.0,4.0,
