Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",13,8,10,23,,,,2.0,,,,,2.0,,,,,,,,,,
22,"Bain, David",23,7,17,40,,1.0,,,,,,,1.0,,3.0,,,,,,,,
12,"Clarke, Troy",3,2,2,5,,,,,,,,,,1.0,,,,,,,,,
2,"Curran, Peter",10,5,6,16,,,1.0,2.0,,,,,6.0,1.0,,,,,,,,,
4,"Gastev, John",8,,7,15,,,,,,,,,,,,,,,,,,,
14,"Hamilton, Shane",13,6,5,18,3,3.0,,1.0,,,,,1.0,,,,,,,,,,
5,"Hardie, Brad",12,3,5,17,1,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",7,3,7,14,,,,1.0,,,,,4.0,1.0,,,,,,,,,
17,"Leslie, Martin",15,7,20,35,,,1.0,1.0,,,,,,1.0,,,,,,,,,
19,"McLean, Michael",20,2,20,40,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,
24,"Merrett, Roger",11,7,6,17,,2.0,13.0,2.0,,,,,,2.0,,,,,,,,,
26,"Noonan, Danny",21,9,11,32,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
34,"Ogg, David",5,4,5,10,,,,,,,,,,,,,,,,,,,
11,"Phillips, Brenton",16,4,15,31,,,,1.0,,,,,1.0,2.0,,,,,,,,,
30,"Ryan, Matthew",16,4,15,31,1,,,1.0,,,,,,1.0,,,,,,,,,
23,"Schache, Laurence",7,2,2,9,4,1.0,,,,,,,,,,,,,,,,,
29,"Taylor, Andrew",10,4,6,16,,,,,,,,,1.0,1.0,,,,,,,,,
46,"Wearne, David",4,3,4,8,,,,,,,,,,,,,,,,,,,
35,"Worsfold, Peter",10,3,4,14,3,,,,,,,,,1.0,,,,,,,,,
21,"Zanotti, Mark",12,2,8,20,1,,,1.0,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,85,175,411,14,12.0,15.0,14.0,,,,,19.0,18.0,5.0,,,,,,,,
Opposition,Opposition,214,75,138,352,15,11.0,6.0,21.0,,,,,18.0,19.0,1.0,,,,,,,,
