Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
36,"Amartey, Joel",24y 211d,32 (20-1-11 64.06%),35 (1.09),←,
22,"Blakey, Nick",24y 33d,106 (56-1-49 53.30%),36 (0.34),←,
16,"Campbell, Braeden",22y 56d,52 (30-1-21 58.65%),11 (0.21),←,
13,"Florent, Oliver",25y 253d,146 (79-1-66 54.45%),43 (0.29),←,
42,"Fox, Robbie",30y 350d,90 (45-1-44 50.56%),12 (0.13),←,
4,"Grundy, Brodie",29y 351d,198 (102-2-94 52.02%),70 (0.35),4 (3-0-1 75.00%),
21,"Gulden, Errol",21y 257d,71 (45-1-25 64.08%),57 (0.80),←,
9,"Hayward, Will",25y 157d,141 (77-1-63 54.96%),164 (1.16),←,
5,"Heeney, Isaac",27y 331d,181 (114-1-66 63.26%),233 (1.29),←,
17,"Jordon, James",23y 102d,69 (51-1-17 74.64%),18 (0.26),4 (3-0-1 75.00%),1 (0.25)
44,"Lloyd, Jake",30y 193d,227 (138-1-88 61.01%),36 (0.16),←,
30,"McCartin, Tom",24y 92d,114 (65-0-49 57.02%),28 (0.25),←,
6,"McDonald, Logan",21y 362d,48 (31-1-16 65.63%),65 (1.35),←,
27,"McInerney, Justin",23y 226d,76 (44-1-31 58.55%),33 (0.43),←,
2,"McLean, Hayden",25y 71d,57 (30-1-26 53.51%),53 (0.93),←,
43,"Melican, Lewis",27y 148d,64 (33-1-30 52.34%),1 (0.02),←,
35,"Mitchell, Caleb",19y 234d,1 (0-0-1 0.00%),,←,
11,"Papley, Tom",27y 262d,168 (98-1-69 58.63%),265 (1.58),←,
24,"Rampe, Dane",33y 303d,234 (149-2-83 64.10%),7 (0.03),←,
34,"Roberts, Matt",20y 244d,11 (8-0-3 72.73%),1 (0.09),←,
8,"Rowbottom, James",23y 194d,97 (52-1-44 54.12%),29 (0.30),←,
1,"Warner, Chad",22y 317d,64 (39-0-25 60.94%),49 (0.77),←,
37,"Warner, Corey",20y 176d,5 (4-0-1 80.00%),1 (0.20),←,
Totals,Totals,25y 39d,2252 (1310-20-922 58.17%),1247 (0.55),,
C,"Longmire, John",53y 91d,311 (192-3-116 62.22%),,←,
