Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
33,"Baker, Oskar",21y 63d,7 (1-0-6 14.29%),2 (0.29),←,
10,"Brayshaw, Angus",23y 199d,76 (35-0-41 46.05%),35 (0.46),←,
31,"Fritsch, Bayley",22y 233d,41 (21-0-20 51.22%),29 (0.71),←,
17,"Frost, Sam",25y 333d,87 (36-0-51 41.38%),8 (0.09),66 (31-0-35 46.97%),6 (0.09)
11,"Gawn, Max",27y 209d,116 (46-0-70 39.66%),54 (0.47),←,
4,"Harmes, James",23y 295d,87 (42-0-45 48.28%),56 (0.64),←,
14,"Hibberd, Michael",29y 205d,138 (68-1-69 49.64%),13 (0.09),54 (28-0-26 51.85%),2 (0.04)
29,"Hunt, Jayden",24y 115d,65 (29-0-36 44.62%),29 (0.45),←,
39,"Jetta, Neville",29y 165d,148 (53-2-93 36.49%),24 (0.16),←,
2,"Jones, Nathan",31y 188d,282 (88-3-191 31.74%),137 (0.49),←,
8,"Lever, Jake",23y 144d,71 (46-0-25 64.79%),3 (0.04),15 (8-0-7 53.33%),
6,"Lewis, Jordan",33y 94d,315 (200-1-114 63.65%),159 (0.50),51 (31-0-20 60.78%),14 (0.27)
28,"McDonald, Oscar",23y 131d,72 (39-0-33 54.17%),,←,
30,"Neal-Bullen, Alex",23y 199d,71 (35-0-36 49.30%),55 (0.77),←,
13,"Oliver, Clayton",22y 5d,78 (40-0-38 51.28%),26 (0.33),←,
5,"Petracca, Christian",23y 204d,81 (39-0-42 48.15%),78 (0.96),←,
35,"Petty, Harry",19y 257d,9 (2-0-7 22.22%),5 (0.56),←,
3,"Salem, Christian",24y 12d,86 (37-0-49 43.02%),19 (0.22),←,
38,"Smith, Tim",28y 157d,13 (4-0-9 30.77%),11 (0.85),←,
7,"Viney, Jack",25y 105d,115 (40-0-75 34.78%),31 (0.27),←,
40,"Wagner, Corey",22y 126d,15 (2-0-13 13.33%),4 (0.27),7 (1-0-6 14.29%),4 (0.57)
42,"Wagner, Josh",25y 33d,40 (17-0-23 42.50%),2 (0.05),←,
Totals,Totals,25y 58d,2013 (920-7-1086 45.70%),780 (0.39),,
C,"Goodwin, Simon",42y 213d,66 (33-0-33 50.00%),,65 (33-0-32 50.77%),
