St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Blake, Jason",29y 146d,180 (102-3-75 57.50%),33 (0.18),←,
26,"Dal Santo, Nick",26y 167d,186 (112-3-71 61.02%),100 (0.54),←,
24,"Dempster, Sean",26y 200d,89 (56-1-32 63.48%),14 (0.16),35 (21-1-13 61.43%),6 (0.17)
40,"Eddy, Robert",22y 213d,28 (23-0-5 82.14%),8 (0.29),←,
25,"Fisher, Sam",28y 29d,137 (89-2-46 65.69%),18 (0.13),←,
15,"Gardiner, Michael",31y 34d,176 (99-3-74 57.10%),107 (0.61),47 (33-1-13 71.28%),20 (0.43)
14,"Geary, Jarryn",22y 46d,41 (31-0-10 75.61%),10 (0.24),←,
19,"Gilbert, Sam",23y 354d,80 (54-2-24 68.75%),13 (0.16),←,
18,"Goddard, Brendon",25y 80d,155 (100-1-54 64.84%),73 (0.47),←,
1,"Gram, Jason",26y 103d,112 (70-2-40 63.39%),59 (0.53),110 (69-2-39 63.64%),59 (0.54)
33,"Gwilt, James",23y 362d,60 (41-1-18 69.17%),19 (0.32),←,
7,"Hayes, Lenny",30y 206d,233 (119-4-110 51.93%),78 (0.33),←,
4,"Jones, Clinton",26y 187d,68 (51-2-15 76.47%),20 (0.29),←,
23,"Koschitzke, Justin",27y 322d,156 (88-2-66 57.05%),188 (1.21),←,
5,"McEvoy, Ben",21y 28d,25 (22-1-2 90.00%),9 (0.36),←,
32,"McQualter, Andrew",24y 60d,77 (53-1-23 69.48%),37 (0.48),←,
44,"Milne, Stephen",30y 153d,207 (113-3-91 55.31%),422 (2.04),←,
11,"Montagna, Leigh",26y 279d,141 (91-2-48 65.25%),85 (0.60),←,
30,"Peake, Brett",27y 34d,91 (46-1-44 51.10%),50 (0.55),16 (12-1-3 78.13%),8 (0.50)
22,"Ray, Farren",24y 138d,118 (70-2-46 60.17%),41 (0.35),43 (35-1-7 82.56%),9 (0.21)
12,"Riewoldt, Nick",27y 295d,190 (106-3-81 56.58%),419 (2.21),←,
13,"Schneider, Adam",26y 88d,160 (104-2-54 65.63%),194 (1.21),62 (44-1-17 71.77%),95 (1.53)
Totals,Totals,26y 110d,2710 (1640-41-1029 60.52%),1997 (0.74),,
C,"Lyon, Ross",43y 273d,91 (60-2-29 67.03%),,←,
