North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",25y 98d,77 (38-1-38 50.00%),56 (0.73),←,
18,"Atley, Shaun",20y 303d,54 (27-0-27 50.00%),7 (0.13),←,
3,"Bastinac, Ryan",22y 21d,72 (38-0-34 52.78%),30 (0.42),←,
35,"Black, Aaron",22y 226d,15 (8-0-7 53.33%),28 (1.87),←,
10,"Cunnington, Ben",22y 13d,67 (33-0-34 49.25%),25 (0.37),←,
11,"Firrito, Michael",29y 228d,208 (102-2-104 49.52%),28 (0.13),←,
43,"Gibson, Sam",27y 47d,28 (16-0-12 57.14%),13 (0.46),←,
22,"Goldstein, Todd",25y 12d,94 (47-1-46 50.53%),42 (0.45),←,
24,"Greenwood, Levi",24y 144d,50 (25-1-24 51.00%),10 (0.20),←,
17,"Grima, Nathan",27y 342d,69 (35-1-33 51.45%),,←,
6,"Hansen, Lachlan",24y 330d,92 (44-1-47 48.37%),74 (0.80),←,
29,"Harvey, Brent",35y 60d,355 (191-3-161 54.23%),425 (1.20),←,
26,"Hine, Taylor",21y 170d,19 (7-0-12 36.84%),1 (0.05),10 (5-0-5 50.00%),
34,"Macmillan, Jamie",21y 293d,51 (28-0-23 54.90%),20 (0.39),←,
2,"McKenzie, Brad",20y 45d,6 (2-0-4 33.33%),,←,
41,"Mullett, Aaron",21y 140d,24 (12-0-12 50.00%),12 (0.50),←,
20,"Petrie, Drew",30y 271d,237 (113-3-121 48.31%),297 (1.25),←,
9,"Swallow, Andrew",26y 41d,144 (67-1-76 46.88%),67 (0.47),←,
25,"Tarrant, Robbie",24y 79d,31 (15-0-16 48.39%),37 (1.19),←,
16,"Thompson, Scott",27y 65d,108 (47-2-59 44.44%),5 (0.05),←,
8,"Wells, Daniel",28y 160d,205 (103-2-100 50.73%),125 (0.61),←,
7,"Ziebell, Jack",22y 135d,74 (34-0-40 45.95%),30 (0.41),←,
Totals,Totals,25y 14d,2080 (1032-18-1030 49.62%),1332 (0.64),,
C,"Scott, Brad",37y 71d,82 (41-0-41 50.00%),,←,
