Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",10,7,9,19,1,,,1.0,2.0,4.0,,2.0,,2.0,,3.0,15.0,,1.0,1.0,,,86.0
35,"Corr, Aidan",8,3,4,12,,,,5.0,1.0,3.0,1.0,,2.0,,,6.0,7.0,,,6.0,,,85.0
1,"Davis, Phil",8,5,6,14,,,,4.0,3.0,1.0,,2.0,,,,4.0,9.0,,,7.0,,,86.0
24,"de Boer, Matt",4,2,10,14,,,,5.0,,,1.0,2.0,,,,7.0,7.0,1.0,,1.0,,,80.0
31,"Finlayson, Jeremy",,,4,4,,,,3.0,,,,,,,,1.0,3.0,,,,,,20.0
19,"Haynes, Nick",19,9,7,26,,,,2.0,7.0,2.0,,4.0,2.0,,,7.0,19.0,,,6.0,2.0,,86.0
17,"Johnson, Steve",11,4,6,17,1,1.0,,6.0,1.0,4.0,,5.0,2.0,1.0,,8.0,9.0,,1.0,1.0,,2.0,79.0
22,"Kelly, Josh",8,4,25,33,,,,3.0,2.0,5.0,3.0,4.0,1.0,2.0,,13.0,20.0,,,1.0,,1.0,88.0
15,"Kennedy, Matthew",2,2,12,14,,,,3.0,1.0,1.0,1.0,3.0,,2.0,,3.0,12.0,,,1.0,,,72.0
38,"Lloyd, Daniel",9,2,3,12,,,,3.0,1.0,2.0,1.0,3.0,,,,4.0,6.0,,,1.0,,,62.0
37,"Lobb, Rory",5,6,7,12,1,2.0,10.0,,,1.0,1.0,1.0,1.0,,,8.0,4.0,3.0,2.0,4.0,,,94.0
41,"Mumford, Shane",3,1,8,11,,,32.0,7.0,,1.0,2.0,2.0,2.0,2.0,,6.0,6.0,,,5.0,,,84.0
12,"Patton, Jonathon",9,6,4,13,4,1.0,,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,7.0,6.0,2.0,3.0,2.0,,,92.0
50,"Reid, Sam",4,,7,11,,,,2.0,1.0,1.0,3.0,5.0,,1.0,,7.0,2.0,,,1.0,,,80.0
9,"Scully, Tom",10,2,16,26,,1.0,,3.0,1.0,4.0,6.0,7.0,1.0,,,13.0,15.0,,,,,1.0,96.0
23,"Shaw, Heath",15,6,8,23,,,,2.0,7.0,1.0,1.0,4.0,,1.0,,5.0,17.0,1.0,,3.0,,,97.0
5,"Shiel, Dylan",12,2,15,27,,,,2.0,5.0,2.0,6.0,2.0,,,,10.0,17.0,,,,1.0,,75.0
10,"Smith, Devon",6,2,7,13,,,,7.0,1.0,2.0,,1.0,,,,4.0,9.0,,,1.0,1.0,,80.0
20,"Tomlinson, Adam",14,7,4,18,,,,,6.0,2.0,,1.0,2.0,,,5.0,13.0,,,2.0,,,92.0
8,"Ward, Callan",13,3,20,33,1,,,6.0,1.0,1.0,8.0,2.0,4.0,1.0,,14.0,19.0,,,,1.0,,90.0
6,"Whitfield, Lachie",18,5,9,27,1,,,8.0,1.0,7.0,2.0,3.0,1.0,1.0,2.0,8.0,18.0,,,1.0,,,95.0
16,"Wilson, Nathan",18,8,7,25,1,,,3.0,3.0,7.0,1.0,5.0,,,,5.0,19.0,,,4.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,86,198,404,10,8.0,42.0,79.0,45.0,52.0,37.0,59.0,20.0,14.0,3.0,148.0,252.0,7.0,7.0,48.0,5.0,4.0,
Opposition,Opposition,186,66,197,383,10,8.0,56.0,71.0,37.0,59.0,43.0,60.0,14.0,20.0,3.0,138.0,233.0,10.0,6.0,49.0,5.0,6.0,
