Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",24y 110d,63 (43-0-20 68.25%),42 (0.67),←,
8,"Bewick, Darren",23y 11d,53 (36-0-17 67.92%),85 (1.60),←,
40,"Burns, Adrian",19y 27d,7 (5-0-2 71.43%),6 (0.86),←,
23,"Cransberg, Peter",23y 34d,22 (17-0-5 77.27%),22 (1.00),←,
6,"Daniher, Anthony",27y 223d,182 (95-0-87 52.20%),75 (0.41),67 (46-0-21 68.66%),13 (0.19)
7,"Daniher, Chris",24y 154d,10 (7-0-3 70.00%),3 (0.30),←,
36,"Daniher, Neale",29y 198d,82 (51-1-30 62.80%),32 (0.39),←,
5,"Daniher, Terry",33y 17d,288 (180-3-105 63.02%),450 (1.56),269 (170-2-97 63.57%),428 (1.59)
29,"Grenvold, David",24y 179d,32 (26-0-6 81.25%),4 (0.13),←,
16,"Hamilton, Paul",23y 74d,92 (53-1-38 58.15%),6 (0.07),←,
39,"Johnston, David",21y 144d,29 (17-0-12 58.62%),5 (0.17),←,
4,"Long, Michael",20y 335d,46 (34-0-12 73.91%),31 (0.67),←,
27,"Madden, Simon",32y 245d,345 (207-2-136 60.29%),523 (1.52),←,
35,"McMullin, Ian",26y,26 (18-0-8 69.23%),29 (1.12),5 (5-0-0 100.00%),5 (1.00)
12,"OBrien, Craig",20y 182d,10 (6-0-4 60.00%),8 (0.80),←,
10,"ODonnell, Gary",25y 112d,68 (46-0-22 67.65%),19 (0.28),←,
19,"Somerville, Peter",22y 55d,10 (7-0-3 70.00%),8 (0.80),←,
17,"Sporn, Kieran",24y 4d,32 (23-0-9 71.88%),35 (1.09),←,
26,"Thompson, Mark",26y 286d,116 (80-1-35 69.40%),34 (0.29),←,
30,"Walsh, Kevin",28y 204d,160 (104-1-55 65.31%),20 (0.13),←,
Totals,Totals,25y 2d,1673 (1055-9-609 63.06%),1437 (0.86),,
C,"Sheedy, Kevin",42y 251d,235 (159-1-75 67.87%),,←,
