Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",13,5,7,20,1,,,4.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",6,5,7,13,1,1.0,1.0,2.0,,,,,2.0,3.0,,,,,,,,,
12,"Clarke, Troy",13,3,6,19,,,1.0,1.0,,,,,1.0,1.0,3.0,,,,,,,,
4,"Gastev, John",14,4,8,22,,,,7.0,,,,,4.0,2.0,,,,,,,,,
34,"Green, Ashley",2,,1,3,,,,1.0,,,,,2.0,,,,,,,,,,
14,"Hamilton, Shane",10,3,5,15,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
11,"Hutton, John",7,4,3,10,,,2.0,3.0,,,,,2.0,,,,,,,,,,
8,"Jeffrey, Russell",10,,1,11,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",10,6,6,16,,2.0,3.0,,,,,,1.0,1.0,1.0,,,,,,,,
17,"Leslie, Martin",13,6,9,22,,,1.0,1.0,,,,,,2.0,,,,,,,,,
40,"McLuckie, Steven",4,3,3,7,,,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Merrett, Roger",9,,5,14,1,1.0,2.0,1.0,,,,,4.0,1.0,,,,,,,,,
26,"Noonan, Danny",12,5,7,19,,,,4.0,,,,,,,,,,,,,,,
5,"Owen, Rod",17,9,2,19,8,6.0,,,,,,,2.0,2.0,2.0,,,,,,,,
13,"Potter, Craig",8,6,4,12,,1.0,,3.0,,,,,1.0,3.0,,,,,,,,,
27,"Rendell, Matthew",6,1,1,7,3,1.0,8.0,,,,,,1.0,1.0,,,,,,,,,
6,"Retzlaff, Brendon",1,,1,2,,,,1.0,,,,,,,,,,,,,,,
56,"Voss, Michael",10,5,16,26,,1.0,,1.0,,,,,,,,,,,,,,,
33,"White, Darryl",12,6,2,14,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
21,"Zanotti, Mark",16,2,4,20,1,,,,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,193,73,98,291,16,18.0,18.0,35.0,,,,,28.0,24.0,6.0,,,,,,,,
Opposition,Opposition,188,54,96,284,10,13.0,14.0,34.0,,,,,24.0,28.0,,,,,,,,,
