Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",25y 190d,115 (66-3-46 58.70%),97 (0.84),←,
21,"Christian, Michael",28y 225d,102 (55-2-45 54.90%),21 (0.21),←,
28,"Crosisca, Gavin",24y 200d,110 (70-3-37 65.00%),43 (0.39),←,
35,"Daicos, Peter",31y 195d,247 (146-4-97 59.92%),547 (2.21),←,
2,"Francis, Tony",24y 2d,60 (39-2-19 66.67%),41 (0.68),←,
47,"Fraser, Mark",22y 58d,16 (12-0-4 75.00%),9 (0.56),←,
3,"Gayfer, Michael",27y 229d,136 (84-1-51 62.13%),1 (0.01),←,
15,"Lehmann, Troy",21y 37d,29 (21-0-8 72.41%),23 (0.79),←,
34,"McGuane, Mick",25y 95d,95 (60-2-33 64.21%),61 (0.64),←,
6,"Mitchell, Barry",27y 117d,172 (72-2-98 42.44%),214 (1.24),2 (2-0-0 100.00%),
1,"Monkhorst, Damian",23y 225d,78 (52-2-24 67.95%),12 (0.15),←,
4,"Pert, Gary",27y 310d,188 (95-0-93 50.53%),45 (0.24),25 (18-0-7 72.00%),3 (0.12)
13,"Richardson, Alan",27y 321d,59 (37-2-20 64.41%),10 (0.17),←,
36,"Rocca, Saverio",19y 134d,12 (10-0-2 83.33%),36 (3.00),←,
29,"Russell, Scott",22y 331d,73 (49-2-22 68.49%),50 (0.68),←,
45,"Sandford, Glenn",21y 195d,1 (1-0-0 100.00%),,←,
27,"Starcevich, Craig",25y 322d,109 (67-3-39 62.84%),138 (1.27),←,
14,"Watson, Shane",19y 45d,13 (8-0-5 61.54%),20 (1.54),←,
10,"Williams, Paul",20y,34 (22-0-12 64.71%),35 (1.03),←,
19,"Wright, Graham",24y 301d,97 (66-2-29 69.07%),81 (0.84),←,
Totals,Totals,24y 195d,1746 (1032-30-684 59.11%),1484 (0.85),,
C,"Matthews, Leigh",41y 33d,161 (96-3-62 60.56%),,←,
