Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Acres, Blake",13,4,4,17,,,,3.0,2.0,3.0,2.0,6.0,,2.0,,5.0,12.0,1.0,,2.0,,,78.0
25,"Binns, Jaxon",13,3,9,22,1,1.0,,2.0,4.0,1.0,2.0,7.0,1.0,2.0,,9.0,12.0,,1.0,,,,82.0
5,"Cerra, Adam",12,5,6,18,,,,2.0,4.0,,5.0,2.0,1.0,,,8.0,10.0,,,1.0,,,85.0
2,"Cowan, Lachlan",5,3,2,7,,,,2.0,,1.0,1.0,,,,,2.0,5.0,,,,,1.0,33.0
9,"Cripps, Patrick",12,2,14,26,,2.0,2.0,10.0,2.0,3.0,8.0,6.0,,2.0,2.0,15.0,10.0,1.0,1.0,4.0,,,86.0
30,"Curnow, Charlie",11,7,1,12,3,,,2.0,1.0,3.0,,2.0,3.0,2.0,1.0,4.0,8.0,1.0,2.0,1.0,,,95.0
12,"De Koning, Tom",11,4,10,21,,1.0,36.0,1.0,1.0,7.0,7.0,3.0,1.0,1.0,,10.0,9.0,,1.0,2.0,,,82.0
19,"Durdin, Corey",5,2,2,7,,2.0,,3.0,,,1.0,1.0,,,,1.0,5.0,,1.0,,,1.0,71.0
44,"Evans, Francis",3,,3,6,,,,5.0,,1.0,1.0,,,,,3.0,2.0,,,,,1.0,79.0
26,"Haynes, Nick",15,12,2,17,,,,,3.0,1.0,,,,,,2.0,16.0,,,10.0,,,86.0
29,"Hewett, George",7,3,19,26,,,,4.0,1.0,2.0,6.0,3.0,2.0,2.0,,11.0,15.0,,,,,,83.0
20,"Hollands, Elijah",12,7,5,17,,1.0,,2.0,,5.0,1.0,3.0,2.0,2.0,,5.0,13.0,,1.0,1.0,,,90.0
4,"Hollands, Oliver",9,7,6,15,,,,3.0,1.0,1.0,,2.0,2.0,1.0,,3.0,12.0,,,1.0,,,83.0
36 ↑,"Lord, Cooper",7,2,5,12,1,,,8.0,,1.0,,2.0,,,,1.0,11.0,,1.0,,,,48.0
11 ↓,"McGovern, Mitch",3,2,,3,,,,1.0,,,,,,,,,3.0,,,,,,14.0
10,"McKay, Harry",13,10,6,19,3,,4.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,12.0,8.0,2.0,4.0,,,1.0,87.0
3,"Motlop, Jesse",4,,2,6,,,,5.0,,3.0,,2.0,,2.0,,5.0,1.0,,,,,1.0,87.0
42,"Saad, Adam",13,2,7,20,,,,2.0,4.0,2.0,1.0,5.0,2.0,3.0,,4.0,13.0,,,2.0,1.0,,85.0
1,"Silvagni, Jack",16,11,1,17,,,,2.0,5.0,2.0,,2.0,1.0,,,6.0,13.0,1.0,,3.0,,1.0,94.0
18,"Walsh, Sam",9,3,12,21,,,,6.0,1.0,5.0,3.0,1.0,,,,8.0,14.0,,,,,2.0,81.0
23,"Weitering, Jacob",16,14,3,19,,,,1.0,3.0,,,2.0,,1.0,,3.0,16.0,1.0,,6.0,,,100.0
38,"White, Will",5,1,3,8,1,,,2.0,1.0,2.0,,3.0,,1.0,,3.0,5.0,,,1.0,,1.0,79.0
33,"Young, Lewis",5,3,2,7,2,,,,1.0,1.0,1.0,2.0,,1.0,,5.0,3.0,1.0,1.0,9.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,107,124,343,11,11.0,42.0,69.0,36.0,46.0,43.0,58.0,18.0,24.0,6.0,125.0,216.0,8.0,13.0,43.0,1.0,9.0,
Opposition,Opposition,216,108,125,341,9,8.0,34.0,74.0,35.0,46.0,33.0,63.0,24.0,18.0,,109.0,223.0,7.0,8.0,36.0,3.0,5.0,
