Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 199d,91 (57-0-34 62.64%),137 (1.51),53 (39-0-14 73.58%),82 (1.55)
14,"Anderson, Brady",24y 308d,25 (18-0-7 72.00%),2 (0.08),←,
11,"Archer, Glenn",27y 22d,168 (112-0-56 66.67%),103 (0.61),←,
26,"Bell, Peter",24y 45d,106 (73-0-33 68.87%),104 (0.98),104 (73-0-31 70.19%),102 (0.98)
12,"Blakey, John",33y 266d,305 (165-0-140 54.10%),97 (0.32),170 (113-0-57 66.47%),59 (0.35)
22,"Burton, Matthew",29y 332d,74 (24-0-50 32.43%),34 (0.46),4 (2-0-2 50.00%),2 (0.50)
17,"Calthorpe, David",26y 242d,107 (62-2-43 58.88%),68 (0.64),6 (4-0-2 66.67%),8 (1.33)
18,"Carey, Wayne",28y 324d,212 (134-0-78 63.21%),578 (2.73),←,
23,"Clayton, Shane",21y 174d,49 (26-0-23 53.06%),16 (0.33),31 (24-0-7 77.42%),15 (0.48)
19,"Dhurrkay, Gary",26y 42d,67 (31-0-36 46.27%),63 (0.94),16 (11-0-5 68.75%),17 (1.06)
6,"Grant, Shannon",22y 362d,113 (73-1-39 65.04%),133 (1.18),55 (41-0-14 74.55%),95 (1.73)
29,"Harvey, Brent",21y 337d,70 (50-0-20 71.43%),76 (1.09),←,
21,"Hewitt, Evan",21y 283d,28 (17-0-11 60.71%),21 (0.75),←,
34,"King, David",28y 39d,138 (94-0-44 68.12%),52 (0.38),←,
27,"Lange, Adam",21y 94d,11 (7-0-4 63.64%),9 (0.82),←,
35,"Makepeace, Troy",21y 40d,3 (3-0-0 100.00%),1 (0.33),←,
4,"Martyn, Mick",31y 228d,245 (147-1-97 60.20%),14 (0.06),←,
5,"McCartney, Jason",26y 32d,127 (72-0-55 56.69%),51 (0.40),52 (38-0-14 73.08%),3 (0.06)
28,"Pickett, Byron",22y 248d,57 (42-0-15 73.68%),1 (0.02),←,
13,"Pike, Martin",27y 153d,126 (61-0-65 48.41%),54 (0.43),66 (49-0-17 74.24%),14 (0.21)
7,"Simpson, Adam",24y 59d,96 (71-0-25 73.96%),37 (0.39),←,
36,"Watt, Shannon",19y 141d,4 (4-0-0 100.00%),1 (0.25),←,
Totals,Totals,25y 114d,2222 (1343-4-875 60.44%),1652 (0.74),,
C,"Pagan, Denis",52y 204d,176 (118-0-58 67.05%),,←,
