Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",6,5,1,7,1,,,3.0,1.0,1.0,1.0,1.0,,,,1.0,7.0,,1.0,,,,52.0
5,"Boyd, Matthew",13,4,10,23,,1.0,,2.0,1.0,5.0,5.0,1.0,,1.0,,5.0,16.0,,,1.0,4.0,,94.0
17,"Cooney, Adam",11,3,3,14,2,2.0,,2.0,1.0,4.0,2.0,2.0,2.0,,,8.0,6.0,1.0,1.0,1.0,,,90.0
4,"Cross, Daniel",12,9,17,29,,,3.0,2.0,1.0,3.0,3.0,2.0,,,,8.0,20.0,2.0,,5.0,2.0,1.0,88.0
14,"Darcy, Luke",4,,2,6,1,,9.0,,1.0,2.0,1.0,1.0,3.0,1.0,,3.0,4.0,,,1.0,,1.0,72.0
10,"Eagleton, Nathan",11,4,10,21,,1.0,,1.0,,4.0,5.0,4.0,,2.0,,9.0,12.0,,,1.0,2.0,1.0,71.0
13,"Giansiracusa, Daniel",8,4,8,16,,,,3.0,,4.0,3.0,1.0,2.0,,,5.0,11.0,,,1.0,1.0,1.0,86.0
9,"Gilbee, Lindsay",10,3,3,13,,,,3.0,3.0,,1.0,3.0,1.0,1.0,,4.0,9.0,,,4.0,,,95.0
16,"Griffen, Ryan",7,5,4,11,,1.0,,7.0,1.0,2.0,,3.0,1.0,1.0,,3.0,9.0,1.0,,2.0,,,88.0
25,"Hargrave, Ryan",16,7,5,21,,,,2.0,6.0,3.0,,2.0,2.0,,,6.0,14.0,,,8.0,1.0,,93.0
19,"Higgins, Shaun",9,6,2,11,,1.0,,3.0,,3.0,,,,,,2.0,8.0,1.0,1.0,,,1.0,74.0
6,"Johnson, Brad",11,7,3,14,3,4.0,,1.0,,2.0,1.0,2.0,1.0,1.0,,8.0,5.0,3.0,5.0,1.0,,,100.0
36,"Lake, Brian",10,7,6,16,,,,,4.0,,,2.0,,1.0,,6.0,11.0,2.0,,8.0,1.0,,100.0
23,"McMahon, Jordan",20,9,5,25,,,,2.0,4.0,3.0,1.0,,,,,1.0,24.0,,,,5.0,1.0,94.0
27,"Minson, Will",3,,2,5,,,11.0,2.0,,2.0,3.0,2.0,2.0,2.0,,4.0,1.0,,,1.0,,,71.0
38,"Morris, Dale",5,4,13,18,,,,1.0,2.0,,,2.0,1.0,1.0,,7.0,11.0,1.0,,5.0,,,87.0
2,"Murphy, Robert",8,6,2,10,,,,3.0,2.0,2.0,,1.0,,,,3.0,7.0,,,2.0,1.0,,89.0
15,"Power, Sam",5,4,2,7,2,1.0,,3.0,,1.0,1.0,,,,,2.0,6.0,,2.0,,,,82.0
1,"Ray, Farren",5,4,7,12,,,,3.0,1.0,3.0,1.0,3.0,1.0,2.0,,5.0,8.0,,,4.0,,,53.0
11,"Street, Peter",2,,1,3,,,12.0,2.0,,1.0,,1.0,,1.0,,2.0,1.0,,,,,,45.0
7,"West, Scott",12,7,17,29,,,,3.0,4.0,2.0,3.0,5.0,2.0,1.0,,8.0,22.0,,,1.0,2.0,1.0,94.0
37,"Wight, Cameron",8,5,2,10,,,,1.0,1.0,,,3.0,,3.0,,2.0,6.0,1.0,,3.0,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,103,125,321,9,12.0,35.0,49.0,33.0,47.0,31.0,41.0,18.0,18.0,,102.0,218.0,12.0,10.0,49.0,19.0,7.0,
Opposition,Opposition,218,112,138,356,17,14.0,26.0,40.0,36.0,54.0,35.0,43.0,18.0,18.0,6.0,131.0,224.0,20.0,21.0,35.0,40.0,12.0,
