Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",3,6,13,16,,,,3.0,2.0,,,2.0,1.0,,,7.0,11.0,1.0,,1.0,,1.0,83.0
24,"Bews, Jed",3,3,6,9,,,,,1.0,,,1.0,,1.0,,4.0,4.0,,,1.0,1.0,,76.0
46,"Blicavs, Mark",5,3,10,15,,,24.0,2.0,1.0,1.0,7.0,1.0,2.0,,,11.0,4.0,,,5.0,,,78.0
5,"Cameron, Jeremy",8,3,5,13,,1.0,,3.0,,3.0,,3.0,3.0,2.0,,6.0,8.0,,,,,,85.0
45,"Close, Brad",3,1,7,10,,1.0,,2.0,,1.0,1.0,,,,,3.0,6.0,,,1.0,,,83.0
40,"Dahlhaus, Luke",,1,7,7,,,,3.0,,,,4.0,,1.0,,3.0,4.0,,,,,,73.0
35,"Dangerfield, Patrick",17,6,6,23,1,1.0,,1.0,3.0,8.0,4.0,5.0,2.0,,,8.0,12.0,1.0,1.0,1.0,,1.0,83.0
29,"Guthrie, Cameron",20,6,14,34,,,,2.0,3.0,6.0,5.0,4.0,1.0,1.0,,11.0,23.0,,,,,1.0,75.0
26,"Hawkins, Tom",5,3,7,12,1,1.0,6.0,3.0,,,1.0,7.0,,6.0,,7.0,8.0,,2.0,1.0,,,96.0
25,"Henderson, Lachie",14,9,3,17,,,,1.0,7.0,,1.0,6.0,1.0,2.0,,2.0,12.0,,,4.0,,,100.0
38,"Henry, Jack",11,7,2,13,,1.0,,2.0,4.0,2.0,,,3.0,,,5.0,6.0,1.0,,3.0,,,96.0
4,"Higgins, Shaun",5,1,15,20,,,,6.0,,4.0,1.0,4.0,,1.0,,6.0,17.0,,,1.0,1.0,1.0,84.0
8,"Kolodjashnij, Jake",6,2,5,11,,,,,1.0,1.0,,2.0,,2.0,,2.0,10.0,,,6.0,1.0,,84.0
27,"Menegola, Sam",9,4,7,16,,,,2.0,,3.0,2.0,2.0,,1.0,,6.0,11.0,,,1.0,,1.0,87.0
19,"Narkle, Quinton",,,,,,,,,,,,,,,,,,,,,,,
42,"OConnor, Mark",8,4,8,16,,,,2.0,1.0,3.0,5.0,,,,,7.0,9.0,1.0,1.0,2.0,,,71.0
3,"Parfitt, Brandan",15,3,9,24,,1.0,,5.0,1.0,6.0,5.0,6.0,4.0,2.0,,12.0,13.0,,2.0,1.0,,,73.0
17,"Ratugolea, Esava",5,,3,8,,,8.0,1.0,,4.0,4.0,5.0,1.0,1.0,,6.0,1.0,,,3.0,,1.0,74.0
23,"Rohan, Gary",8,1,3,11,1,,,5.0,,3.0,,1.0,5.0,,,9.0,2.0,,1.0,3.0,,,90.0
14,"Selwood, Joel",6,1,7,13,,,,3.0,2.0,1.0,4.0,2.0,2.0,,,7.0,6.0,,,2.0,,,71.0
7,"Smith, Isaac",15,7,6,21,2,,,1.0,3.0,1.0,,3.0,2.0,1.0,,5.0,14.0,,,,1.0,,74.0
44,"Stewart, Tom",13,4,4,17,,,,,7.0,2.0,,4.0,1.0,3.0,,5.0,8.0,1.0,,3.0,,,86.0
2,"Tuohy, Zach",19,6,2,21,2,1.0,,,5.0,1.0,,4.0,,2.0,1.0,3.0,15.0,,2.0,,4.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,81,149,347,7,8.0,38.0,47.0,41.0,50.0,40.0,66.0,28.0,26.0,1.0,135.0,204.0,5.0,9.0,39.0,8.0,6.0,
Opposition,Opposition,212,92,83,295,13,16.0,36.0,67.0,43.0,55.0,35.0,59.0,26.0,28.0,5.0,124.0,163.0,10.0,17.0,53.0,,10.0,
