Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",23y 253d,123 (64-0-59 52.03%),114 (0.93),←,
12,"Cordy, Zaine",22y 281d,67 (34-0-33 50.75%),10 (0.15),←,
9,"Crozier, Hayden",25y 223d,104 (47-0-57 45.19%),45 (0.43),35 (16-0-19 45.71%),1 (0.03)
31,"Dale, Bailey",23y 13d,46 (21-0-25 45.65%),43 (0.93),←,
35,"Daniel, Caleb",23y 28d,91 (47-0-44 51.65%),27 (0.30),←,
29,"Dickson, Tory",31y 312d,111 (55-0-56 49.55%),176 (1.59),←,
5,"Dunkley, Josh",22y 207d,62 (33-0-29 53.23%),33 (0.53),←,
44,"English, Tim",21y 359d,26 (12-0-14 46.15%),7 (0.27),←,
7,"Hunter, Lachie",24y 234d,124 (62-0-62 50.00%),56 (0.45),←,
39,"Johannisen, Jason",26y 269d,122 (57-0-65 46.72%),40 (0.33),←,
21,"Liberatore, Tom",27y 80d,132 (56-0-76 42.42%),45 (0.34),←,
27,"Lipinski, Patrick",21y 18d,28 (12-0-16 42.86%),19 (0.68),←,
22,"Lloyd, Sam",29y 154d,76 (39-0-37 51.32%),101 (1.33),19 (9-0-10 47.37%),32 (1.68)
11,"Macrae, Jack",25y 1d,137 (68-0-69 49.64%),32 (0.23),←,
16,"McLean, Toby",23y 185d,75 (39-0-36 52.00%),48 (0.64),←,
33,"Naughton, Aaron",19y 247d,37 (17-0-20 45.95%),27 (0.73),←,
20,"Richards, Ed",20y 32d,37 (16-0-21 43.24%),15 (0.41),←,
13,"Schache, Josh",21y 348d,50 (12-0-38 24.00%),57 (1.14),23 (9-0-14 39.13%),32 (1.39)
6,"Smith, Bailey",18y 240d,19 (9-0-10 47.37%),9 (0.47),←,
1,"Suckling, Matt",31y 10d,167 (110-0-57 65.87%),81 (0.49),65 (35-0-30 53.85%),30 (0.46)
8,"Trengove, Jackson",28y 275d,183 (77-1-105 42.35%),35 (0.19),30 (11-0-19 36.67%),5 (0.17)
10,"Wood, Easton",29y 334d,156 (80-0-76 51.28%),18 (0.12),←,
Totals,Totals,24y 236d,1973 (967-1-1005 49.01%),1038 (0.53),,
C,"Beveridge, Luke",48y 346d,112 (61-0-51 54.46%),,←,
