Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Barnes, John",4,7,8,12,2,,7.0,,,,,,1.0,1.0,,,,,,,,,
9,"Breuer, Shayne",6,,10,16,1,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
16,"Brownless, Bill",4,4,2,6,4,1.0,,,,,,,1.0,4.0,,,,,,,,,
8,"Burns, Ronnie",7,1,3,10,2,1.0,,,,,,,2.0,1.0,,,,,,,,,
2,"Colbert, Leigh",14,5,11,25,,,2.0,5.0,,,,,4.0,4.0,,,,,,,,,
36,"Graham, Ben",3,1,4,7,,,1.0,1.0,,,,,1.0,,,,,,,,,,
19,"Hall, Derek",11,7,8,19,,2.0,,1.0,,,,,1.0,3.0,,,,,,,,,
32,"Hocking, Garry",17,6,11,28,,3.0,,2.0,,,,,1.0,2.0,3.0,,,,,,,,
13,"Kilpatrick, Glenn",3,,6,9,,,,,,,,,1.0,1.0,,,,,,,,,
1,"King, Steven",11,6,7,18,,,8.0,,,,,,1.0,2.0,,,,,,,,,
4,"Lord, Aaron",4,3,3,7,1,1.0,,,,,,,1.0,,,,,,,,,,
21,"Mansfield, Michael",13,4,8,21,,,,1.0,,,,,2.0,3.0,,,,,,,,,
17,"McGrath, Tim",9,,3,12,,,,2.0,,,,,,1.0,,,,,,,,,
28,"McKinnon, Martin",2,1,4,6,,,,,,,,,,,,,,,,,,,
31,"Mensch, David",7,4,9,16,,,,,,,,,1.0,,,,,,,,,,
23,"Pickering, Liam",20,2,9,29,,1.0,,2.0,,,,,1.0,,,,,,,,,,
15,"Riccardi, Peter",13,5,4,17,3,1.0,,,,,,,4.0,1.0,,,,,,,,,
12,"Sholl, Brad",16,9,11,27,,,,,,,,,1.0,2.0,1.0,,,,,,,,
37,"Simpson, Sean",5,2,6,11,,,,1.0,,,,,1.0,,,,,,,,,,
26,"Stoneham, Barry",6,3,4,10,,,,,,,,,3.0,2.0,,,,,,,,,
10,"Tanner, Grant",10,8,11,21,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,78,142,327,13,13.0,19.0,18.0,,,,,29.0,29.0,4.0,,,,,,,,
Opposition,Opposition,180,48,93,273,12,16.0,11.0,25.0,,,,,29.0,29.0,2.0,,,,,,,,
