Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",25y 255d,105 (63-0-42 60.00%),71 (0.68),←,
21,"Bradley, Craig",37y 306d,353 (216-2-135 61.47%),238 (0.67),←,
25,"Fevola, Brendan",20y 217d,29 (19-0-10 65.52%),49 (1.69),←,
31,"Fletcher, Simon",23y 8d,51 (33-0-18 64.71%),25 (0.49),←,
45,"Franchina, Anthony",23y 318d,71 (42-0-29 59.15%),23 (0.32),←,
17,"Freeborn, Scott",23y 97d,38 (25-0-13 65.79%),15 (0.39),←,
9,"Hickmott, Adrian",29y 148d,149 (96-0-53 64.43%),95 (0.64),99 (64-0-35 64.65%),71 (0.72)
37,"Hotton, Trent",27y 267d,61 (33-0-28 54.10%),45 (0.74),44 (29-0-15 65.91%),31 (0.70)
33,"Houlihan, Ryan",19y 216d,33 (20-0-13 60.61%),33 (1.00),←,
27,"Hulme, Darren",24y 46d,77 (40-0-37 51.95%),42 (0.55),←,
43,"Koutoufides, Anthony",28y 219d,187 (114-1-72 61.23%),167 (0.89),←,
12,"Lappin, Matthew",25y 189d,124 (69-1-54 56.05%),135 (1.09),69 (41-0-28 59.42%),109 (1.58)
10,"Mansfield, Michael",30y 17d,216 (127-1-88 59.03%),113 (0.52),35 (24-0-11 68.57%),13 (0.37)
22,"Manton, Glenn",28y 85d,161 (96-0-65 59.63%),34 (0.21),140 (85-0-55 60.71%),30 (0.21)
5,"McKay, Andrew",31y 42d,200 (123-1-76 61.75%),28 (0.14),←,
46,"Pickering, Adam",20y 129d,2 (1-0-1 50.00%),1 (0.50),←,
40,"Plunkett, Jim",23y 30d,22 (12-0-10 54.55%),5 (0.23),12 (7-0-5 58.33%),4 (0.33)
11,"Porter, Mark",24y 318d,52 (26-0-26 50.00%),13 (0.25),←,
28,"Prendergast, Ian",20y 357d,5 (3-0-2 60.00%),1 (0.20),←,
7,"Ratten, Brett",30y 45d,235 (139-0-96 59.15%),105 (0.45),←,
1,"Silvagni, Stephen",34y 86d,309 (196-1-112 63.59%),202 (0.65),←,
8,"Whitnall, Lance",22y 2d,109 (61-0-48 55.96%),221 (2.03),←,
Totals,Totals,26y 38d,2589 (1554-7-1028 60.02%),1661 (0.64),,
C,"Brittain, Wayne",43y 73d,21 (13-0-8 61.90%),,←,
