Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",24y 128d,145 (88-2-55 61.38%),189 (1.30),←,
3,"Bartel, Jimmy",24y 290d,132 (85-2-45 65.15%),84 (0.64),←,
24,"Blake, Mark",23y 10d,57 (45-0-12 78.95%),8 (0.14),←,
11,"Corey, Joel",26y 215d,175 (105-2-68 60.57%),54 (0.31),←,
44,"Enright, Corey",27y 5d,149 (87-2-60 59.06%),45 (0.30),←,
2,"Harley, Tom",30y 63d,183 (112-3-68 62.02%),11 (0.06),182 (111-3-68 61.81%),10 (0.05)
8,"Hunt, Josh",26y 189d,121 (78-1-42 64.88%),16 (0.13),←,
20,"Johnson, Steve",25y 77d,111 (73-2-36 66.67%),209 (1.88),←,
9,"Kelly, James",24y 265d,128 (77-1-50 60.55%),61 (0.48),←,
45,"Ling, Cameron",27y 205d,181 (110-3-68 61.60%),106 (0.59),←,
13,"Lonergan, Tom",24y 125d,22 (17-1-4 79.55%),40 (1.82),←,
4,"Mackie, Andrew",24y 43d,81 (61-0-20 75.31%),52 (0.64),←,
39,"Milburn, Darren",31y 157d,234 (132-1-101 56.62%),86 (0.37),←,
21,"Mooney, Cameron",28y 359d,167 (106-1-60 63.77%),204 (1.22),156 (96-1-59 61.86%),202 (1.29)
6,"Ottens, Brad",28y 238d,203 (106-1-96 52.46%),236 (1.16),74 (53-1-20 72.30%),84 (1.14)
33,"Rooke, Max",26y 275d,111 (65-2-44 59.46%),32 (0.29),←,
30,"Scarlett, Matthew",29y 106d,205 (122-2-81 60.00%),16 (0.08),←,
14,"Selwood, Joel",20y 116d,44 (41-0-3 93.18%),13 (0.30),←,
27,"Stokes, Mathew",23y 302d,51 (43-0-8 84.31%),79 (1.55),←,
7,"Taylor, Harry",22y 99d,20 (19-0-1 95.00%),3 (0.15),←,
5,"Varcoe, Travis",20y 162d,33 (30-0-3 90.91%),29 (0.88),←,
40,"Wojcinski, David",28y 1d,132 (79-2-51 60.61%),45 (0.34),←,
Totals,Totals,25y 305d,2685 (1681-28-976 62.61%),1618 (0.60),,
C,"Thompson, Mark",44y 305d,209 (122-3-84 59.09%),,←,
