Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ballard, Charlie",13,9,,13,,,,,4.0,2.0,,4.0,,1.0,,4.0,9.0,2.0,,6.0,,,90.0
7,"Brodie, Will",4,2,4,8,,,,4.0,,2.0,1.0,3.0,,,,3.0,5.0,,,,,,78.0
19,"Corbett, Josh",4,3,4,8,,1.0,,2.0,,1.0,,3.0,,,,5.0,3.0,1.0,1.0,,,,86.0
12,"Day, Sam",8,3,1,9,2,,7.0,4.0,1.0,,2.0,2.0,1.0,,,4.0,5.0,1.0,2.0,3.0,,,87.0
8,"Fiorini, Brayden",9,1,6,15,,,,7.0,4.0,5.0,2.0,5.0,,1.0,,8.0,7.0,,,,1.0,,79.0
1,"Hanley, Pearce",16,6,8,24,,,,3.0,5.0,4.0,3.0,4.0,1.0,1.0,,6.0,16.0,,,,1.0,,80.0
5,"Harbrow, Jarrod",11,6,4,15,,,,2.0,3.0,1.0,,,1.0,,,4.0,9.0,,,3.0,,,85.0
40,"Heron, Jacob",7,3,6,13,,,,3.0,2.0,2.0,,,,,,5.0,9.0,,,3.0,,1.0,88.0
20,"Hombsch, Jack",6,4,3,9,,,,3.0,,,,1.0,1.0,1.0,,3.0,6.0,,,4.0,,,85.0
38,"Joyce, Jesse",5,3,6,11,,,,3.0,3.0,1.0,1.0,5.0,1.0,1.0,,4.0,8.0,1.0,,1.0,,,82.0
34,"King, Ben",5,4,3,8,,,,,,1.0,,2.0,1.0,2.0,,2.0,5.0,,,2.0,,,73.0
23,"Lemmens, Sean",7,1,2,9,2,1.0,,5.0,,2.0,2.0,1.0,4.0,,,6.0,4.0,,,1.0,,,68.0
41,"Lukosius, Jack",11,7,2,13,,,,2.0,6.0,,,,,,,,10.0,,,2.0,,,85.0
44,"Macpherson, Darcy",14,6,4,18,1,1.0,,9.0,,1.0,3.0,5.0,,1.0,,7.0,12.0,1.0,,1.0,,,84.0
2,"Miles, Anthony",15,1,4,19,,,,4.0,3.0,3.0,7.0,5.0,3.0,2.0,,10.0,8.0,,,2.0,,1.0,71.0
11,"Miller, Touk",12,6,12,24,,1.0,,5.0,4.0,1.0,3.0,5.0,,3.0,,13.0,12.0,,,,,,82.0
35,"Rischitelli, Michael",4,1,3,7,,,,3.0,,1.0,1.0,,1.0,,,3.0,3.0,,,2.0,,,79.0
18,"Scheer, Brad",7,4,5,12,,,,3.0,,,1.0,2.0,1.0,,,5.0,8.0,,,1.0,,,89.0
6,"Sexton, Alex",10,3,3,13,3,1.0,,2.0,1.0,2.0,,2.0,,1.0,,5.0,8.0,1.0,1.0,2.0,,,91.0
24,"Swallow, David",12,2,11,23,,1.0,,5.0,1.0,6.0,7.0,5.0,4.0,1.0,,13.0,8.0,,,2.0,,,75.0
14,"Weller, Lachie",10,7,4,14,,,,2.0,3.0,3.0,1.0,1.0,1.0,,,4.0,9.0,1.0,,6.0,,,90.0
28,"Witts, Jarrod",12,3,5,17,,1.0,32.0,5.0,,2.0,7.0,6.0,4.0,2.0,,13.0,4.0,,,3.0,,,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,85,100,302,8,8.0,39.0,76.0,40.0,40.0,41.0,61.0,24.0,17.0,,127.0,168.0,8.0,4.0,44.0,2.0,2.0,
Opposition,Opposition,252,119,224,476,23,13.0,41.0,69.0,31.0,65.0,37.0,66.0,17.0,24.0,6.0,143.0,325.0,9.0,16.0,46.0,14.0,19.0,
