Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
20,"Black, Simon",27y 40d,176 (116-1-59 66.19%),116 (0.66),←,
36,"Bradshaw, Daniel",27y 173d,166 (99-2-65 60.24%),316 (1.90),163 (96-2-65 59.51%),316 (1.94)
17,"Brennan, Jared",21y 289d,26 (15-0-11 57.69%),20 (0.77),←,
16,"Brown, Jonathan",24y 196d,114 (81-0-33 71.05%),173 (1.52),←,
19,"Charman, Jamie",23y 301d,79 (52-1-26 66.46%),30 (0.38),←,
1,"Clark, Mitch",18y 206d,6 (2-0-4 33.33%),3 (0.50),←,
30,"Copeland, Robert",24y 352d,97 (66-0-31 68.04%),19 (0.20),←,
4,"Fixter, Ben",24y 324d,34 (16-0-18 47.06%),9 (0.26),7 (2-0-5 28.57%),1 (0.14)
45,"Harding, Scott",19y 328d,4 (2-0-2 50.00%),,←,
26,"Macdonald, Joel",21y 215d,32 (18-0-14 56.25%),4 (0.13),←,
43,"McDonald, Beau",26y 191d,78 (52-1-25 67.31%),19 (0.24),←,
9,"McGrath, Ashley",22y 358d,78 (46-1-31 59.62%),65 (0.83),←,
15,"Michael, Mal",28y 323d,187 (105-1-81 56.42%),28 (0.15),126 (84-1-41 67.06%),5 (0.04)
10,"Moody, Matthew",20y 232d,10 (3-0-7 30.00%),6 (0.60),←,
8,"Notting, Tim",27y 204d,141 (92-1-48 65.60%),110 (0.78),←,
6,"Power, Luke",26y 125d,161 (103-1-57 64.29%),169 (1.05),←,
35,"Rischitelli, Michael",20y 125d,11 (4-0-7 36.36%),5 (0.45),←,
29,"Roe, Jason",22y 61d,2 (1-0-1 50.00%),,←,
5,"Scott, Brad",30y 10d,153 (89-2-62 58.82%),44 (0.29),131 (81-2-48 62.60%),38 (0.29)
28,"Selwood, Troy",22y 12d,20 (9-0-11 45.00%),2 (0.10),←,
11,"Sherman, Justin",19y 107d,26 (11-0-15 42.31%),16 (0.62),←,
3,"Voss, Michael",30y 310d,275 (162-2-111 59.27%),242 (0.88),196 (124-1-71 63.52%),170 (0.87)
Totals,Totals,24y 71d,1876 (1144-13-719 60.98%),1396 (0.74),,
C,"Matthews, Leigh",54y 73d,402 (243-6-153 61.19%),,178 (118-1-59 66.57%),
