Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",22y 259d,22 (10-0-12 45.45%),4 (0.18),←,
21,"Brown, David",22y 203d,11 (7-0-4 63.64%),12 (1.09),←,
34,"Hart, Ben",17y 285d,4 (2-0-2 50.00%),,←,
3,"Hart, Darel",28y 107d,22 (11-0-11 50.00%),17 (0.77),←,
17,"Hodges, Scott",23y 359d,17 (8-0-9 47.06%),40 (2.35),←,
29,"Ingerson, Anthony",22y 189d,4 (2-0-2 50.00%),4 (1.00),←,
35,"Jameson, Rod",21y 294d,22 (11-0-11 50.00%),59 (2.68),←,
2,"Jarman, Andrew",26y 96d,20 (10-0-10 50.00%),11 (0.55),←,
20,"Klug, John",26y 204d,22 (10-0-12 45.45%),31 (1.41),←,
13,"Lee, Scott",28y 319d,26 (12-0-14 46.15%),5 (0.19),←,
9,"Lindner, Bruce",30y 304d,79 (40-1-38 51.27%),154 (1.95),13 (10-0-3 76.92%),15 (1.15)
27,"Liptak, Matthew",21y 355d,16 (9-0-7 56.25%),24 (1.50),←,
18,"Maynard, Rodney",25y 211d,26 (12-0-14 46.15%),8 (0.31),←,
10,"McDermott, Chris",28y 167d,25 (12-0-13 48.00%),10 (0.40),←,
11,"McGuinness, Tony",27y 349d,134 (61-2-71 46.27%),132 (0.99),25 (11-0-14 44.00%),24 (0.96)
52,"Rehn, Shaun",20y 246d,9 (4-0-5 44.44%),3 (0.33),←,
39,"Ross, Jonathan",18y 168d,1 (1-0-0 100.00%),,←,
40,"Schwerdt, Stephen",23y 327d,1 (1-0-0 100.00%),,←,
12,"Tregenza, Simon",21y 41d,21 (10-0-11 47.62%),5 (0.24),←,
33,"Weidemann, Wayne",25y 181d,9 (3-0-6 33.33%),1 (0.11),←,
Totals,Totals,24y 105d,491 (236-3-252 48.07%),520 (1.06),,
C,"Cornes, Graham",44y 19d,26 (12-0-14 46.15%),,←,
