St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",28y 310d,155 (73-2-80 47.74%),34 (0.22),←,
14,"Ball, Luke",24y 307d,123 (73-0-50 59.35%),55 (0.45),←,
27,"Blake, Jason",28y 13d,137 (68-2-67 50.36%),33 (0.24),←,
16,"Clarke, Raphael",23y 185d,42 (26-0-16 61.90%),6 (0.14),←,
26,"Dal Santo, Nick",25y 34d,145 (79-2-64 55.17%),74 (0.51),←,
43,"Dawson, Zac",23y 34d,15 (5-0-10 33.33%),,1 (1-0-0 100.00%),
25,"Fisher, Sam",26y 261d,97 (58-1-38 60.31%),9 (0.09),←,
15,"Gardiner, Michael",29y 266d,139 (71-2-66 51.80%),90 (0.65),10 (5-0-5 50.00%),3 (0.30)
42,"Geary, Jarryn",20y 278d,11 (6-0-5 54.55%),,←,
19,"Gilbert, Sam",22y 221d,40 (23-1-16 58.75%),11 (0.28),←,
18,"Goddard, Brendon",23y 312d,114 (68-0-46 59.65%),41 (0.36),←,
1,"Gram, Jason",24y 335d,78 (44-1-33 57.05%),40 (0.51),76 (43-1-32 57.24%),40 (0.53)
33,"Gwilt, James",22y 229d,27 (15-0-12 55.56%),6 (0.22),←,
38,"Jones, Clinton",25y 54d,27 (17-1-9 64.81%),7 (0.26),←,
2,"King, Steven",30y 126d,216 (113-2-101 52.78%),80 (0.37),23 (14-0-9 60.87%),5 (0.22)
23,"Koschitzke, Justin",26y 189d,120 (61-1-58 51.25%),125 (1.04),←,
32,"McQualter, Andrew",22y 292d,36 (19-0-17 52.78%),8 (0.22),←,
44,"Milne, Stephen",29y 20d,166 (81-2-83 49.40%),334 (2.01),←,
11,"Montagna, Leigh",25y 146d,99 (58-1-40 59.09%),61 (0.62),←,
22,"Ray, Farren",23y 5d,76 (36-1-39 48.03%),32 (0.42),1 (1-0-0 100.00%),
12,"Riewoldt, Nick",26y 162d,159 (81-2-76 51.57%),320 (2.01),←,
13,"Schneider, Adam",24y 320d,118 (71-1-46 60.59%),127 (1.08),20 (11-0-9 55.00%),28 (1.40)
Totals,Totals,25y 137d,2140 (1146-22-972 53.55%),1493 (0.70),,
C,"Lyon, Ross",42y 140d,48 (26-1-21 55.21%),,←,
