Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
10,"Bonar, Aiden",20y 148d,5 (3-0-2 60.00%),5 (1.00),←,
16,"Daniels, Brent",20y 147d,26 (17-0-9 65.38%),13 (0.50),←,
1,"Davis, Phil",28y 338d,159 (78-3-78 50.00%),7 (0.04),141 (67-3-71 48.58%),6 (0.04)
7,"Deledio, Brett",32y 107d,273 (129-6-138 48.35%),196 (0.72),30 (19-1-10 65.00%),14 (0.47)
31,"Finlayson, Jeremy",23y 175d,33 (18-2-13 57.58%),40 (1.21),←,
4,"Greene, Toby",25y 312d,140 (63-1-76 45.36%),159 (1.14),←,
9,"Hately, Jackson",18y 286d,6 (3-0-3 50.00%),1 (0.17),←,
19,"Haynes, Nick",27y 77d,122 (60-3-59 50.41%),9 (0.07),←,
37,"Hill, Bobby",19y 175d,4 (3-0-1 75.00%),5 (1.25),←,
27,"Himmelberg, Harry",23y 87d,59 (38-1-20 65.25%),71 (1.20),←,
2,"Hopper, Jacob",22y 178d,63 (40-1-22 64.29%),27 (0.43),←,
39,"Idun, Connor",19y 5d,1 (1-0-0 100.00%),,←,
25,"Keeffe, Lachlan",29y 111d,54 (32-0-22 59.26%),12 (0.22),14 (7-0-7 50.00%),5 (0.36)
41,"Mumford, Shane",33y 29d,186 (121-4-61 66.13%),52 (0.28),86 (52-2-32 61.63%),13 (0.15)
36,"Perryman, Harry",20y 227d,29 (15-1-13 53.45%),4 (0.14),←,
50,"Reid, Sam",29y 269d,83 (47-3-33 58.43%),29 (0.35),73 (41-3-29 58.22%),28 (0.38)
23,"Shaw, Heath",33y 249d,301 (184-5-112 61.96%),39 (0.13),128 (74-3-51 58.98%),2 (0.02)
42,"Stein, Jake",25y 198d,3 (3-0-0 100.00%),,←,
14,"Taranto, Tim",21y 187d,56 (35-1-20 63.39%),22 (0.39),←,
20,"Tomlinson, Adam",25y 358d,134 (58-3-73 44.40%),34 (0.25),←,
6,"Whitfield, Lachie",25y 16d,127 (62-3-62 50.00%),57 (0.45),←,
29,"Williams, Zac",24y 317d,95 (50-0-45 52.63%),23 (0.24),←,
Totals,Totals,25y 16d,1959 (1060-37-862 54.11%),805 (0.41),,
C,"Cameron, Leon",46y 335d,136 (75-3-58 56.25%),,←,
