Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvey, Mark",5,5,3,8,,,,1.0,,2.0,1.0,1.0,,,,2.0,6.0,,,,,,
18,"Bartlett, Trent",11,7,3,14,2,2.0,1.0,2.0,,4.0,1.0,1.0,,,,6.0,8.0,2.0,2.0,2.0,,,
17,"Brown, Nathan",21,9,14,35,1,1.0,,1.0,4.0,3.0,2.0,1.0,,,,9.0,24.0,,1.0,1.0,3.0,,
19,"Contessa, Adam",10,4,9,19,,,,1.0,4.0,,2.0,2.0,,,,5.0,12.0,1.0,,2.0,1.0,,
26,"Cox, Simon",14,9,6,20,,,,,7.0,3.0,1.0,,1.0,,,5.0,15.0,,,3.0,,,
16,"Croft, Matthew",5,6,7,12,,,,2.0,3.0,,,1.0,,2.0,,5.0,8.0,2.0,,1.0,,,
11,"Curley, Todd",12,7,3,15,1,,,2.0,3.0,4.0,,2.0,1.0,,,3.0,13.0,,,2.0,2.0,,
12,"Dooley, Paul",4,4,3,7,,,1.0,1.0,,,,1.0,1.0,1.0,,2.0,6.0,1.0,,3.0,,,
10,"Eagleton, Nathan",8,6,4,12,,2.0,,,,4.0,1.0,2.0,2.0,1.0,,6.0,9.0,1.0,2.0,1.0,2.0,,
4,"Garlick, Simon",4,2,3,7,1,,,1.0,,2.0,,1.0,,,,3.0,4.0,,,,,,
3,"Grant, Chris",12,7,7,19,1,,,4.0,3.0,6.0,1.0,1.0,2.0,,,10.0,11.0,,,,,,
37,"Hahn, Mitch",4,3,5,9,,,,2.0,3.0,,,,1.0,,,5.0,3.0,1.0,,2.0,,,
9,"Hudson, Paul",4,1,1,5,,1.0,,,,2.0,1.0,2.0,1.0,1.0,,2.0,3.0,,,2.0,,,
2,"Kolyniuk, Steven",8,3,,8,1,1.0,,2.0,,2.0,1.0,1.0,,1.0,,2.0,6.0,,,,1.0,,
35,"Kretiuk, Steven",6,6,9,15,,,,,,,,1.0,,,,4.0,10.0,1.0,,2.0,,,
39,"Liberatore, Tony",13,7,11,24,,,,7.0,3.0,4.0,5.0,5.0,2.0,,,10.0,15.0,,1.0,3.0,,,
24,"Plunkett, Jim",3,1,2,5,,,,1.0,,,1.0,,1.0,1.0,,2.0,3.0,,,1.0,,,
30,"Robbins, Matthew",4,1,1,5,,,,,2.0,,,1.0,,,,,4.0,,,,,,
36,"Romero, Jose",22,8,12,34,,,,1.0,3.0,7.0,2.0,7.0,1.0,1.0,,8.0,25.0,,,2.0,3.0,,
5,"Smith, Rohan",15,12,6,21,2,2.0,,1.0,2.0,3.0,,,,2.0,,5.0,16.0,1.0,2.0,,,,
7,"West, Scott",24,9,9,33,,,,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,7.0,27.0,,1.0,4.0,1.0,,
15,"Wynd, Scott",5,10,11,16,,,18.0,1.0,3.0,1.0,4.0,1.0,1.0,,,4.0,12.0,,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,127,129,343,9,12.0,20.0,31.0,43.0,48.0,25.0,33.0,15.0,10.0,1.0,105.0,240.0,10.0,9.0,32.0,13.0,,
Opposition,Opposition,242,149,117,359,11,15.0,25.0,36.0,37.0,57.0,37.0,34.0,10.0,15.0,5.0,106.0,252.0,15.0,14.0,27.0,7.0,,
