Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 196d,38 (15-1-22 40.79%),22 (0.58),←,
18,"Cameron, Leon",17y 308d,13 (8-0-5 61.54%),6 (0.46),←,
17,"Charles, Justin",19y 282d,6 (3-0-3 50.00%),,←,
20,"Coleman, Glenn",29y 154d,137 (75-1-61 55.11%),79 (0.58),12 (7-0-5 58.33%),15 (1.25)
26,"Del-Re, Danny",22y 145d,7 (4-0-3 57.14%),10 (1.43),←,
12,"Eppelstun, Greg",23y 233d,73 (36-1-36 50.00%),1 (0.01),←,
32,"Foster, Peter",30y 35d,120 (64-2-54 54.17%),50 (0.42),113 (61-2-50 54.87%),48 (0.42)
29,"Grant, Chris",17y 206d,14 (8-0-6 57.14%),40 (2.86),←,
7,"Hawkins, Doug",30y 63d,236 (94-3-139 40.47%),114 (0.48),←,
43,"Hogg, Matthew",21y 198d,47 (19-1-27 41.49%),4 (0.09),←,
10,"Hunter, Mark",24y 307d,31 (12-1-18 40.32%),2 (0.06),←,
8,"Kennedy, Rick",29y 208d,146 (62-2-82 43.15%),34 (0.23),←,
21,"Kolyniuk, Steven",20y 2d,24 (12-1-11 52.08%),21 (0.88),←,
39,"Liberatore, Tony",24y 146d,32 (19-0-13 59.38%),20 (0.63),←,
11,"McGuinness, Tony",26y 62d,101 (46-2-53 46.53%),97 (0.96),←,
14,"Reynolds, Keenan",21y 181d,10 (7-0-3 70.00%),1 (0.10),←,
33,"Royal, Brian",28y 207d,151 (79-2-70 52.98%),190 (1.26),←,
16,"Wallace, Terry",31y 206d,242 (143-2-97 59.50%),119 (0.49),57 (25-1-31 44.74%),16 (0.28)
24,"Wallis, Stephen",25y 253d,159 (81-2-76 51.57%),40 (0.25),←,
28,"Williams, Mark",26y 111d,32 (18-1-13 57.81%),21 (0.66),13 (4-1-8 34.62%),11 (0.85)
Totals,Totals,24y 230d,1619 (805-22-792 49.72%),871 (0.54),,
C,"Wheeler, Terry",35y 116d,14 (8-0-6 57.14%),,←,
