Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Broadbridge, Troy",9,4,7,16,,,2.0,5.0,2.0,2.0,2.0,1.0,2.0,,,9.0,4.0,,,8.0,1.0,,100.0
25,"Brown, Nathan",16,2,8,24,,,,3.0,4.0,3.0,1.0,1.0,,,,6.0,18.0,1.0,,1.0,3.0,,95.0
32,"Bruce, Cameron",10,4,6,16,1,1.0,1.0,4.0,2.0,4.0,2.0,,1.0,,,10.0,7.0,1.0,2.0,2.0,1.0,1.0,100.0
36,"Davey, Aaron",1,1,2,3,,,,1.0,,1.0,,,,,,2.0,1.0,,,,,,41.0
18,"Green, Brad",9,5,5,14,,1.0,,3.0,5.0,2.0,1.0,1.0,1.0,,,4.0,10.0,,1.0,1.0,,,66.0
1,"Heffernan, Chris",11,4,12,23,,1.0,,4.0,2.0,3.0,2.0,2.0,1.0,,,9.0,15.0,,2.0,2.0,,,80.0
4,"Holland, Ben",8,5,10,18,,3.0,5.0,2.0,,1.0,,5.0,2.0,3.0,,11.0,7.0,2.0,3.0,,,2.0,89.0
16,"Johnstone, Travis",5,1,3,8,,,,1.0,2.0,2.0,,2.0,,,,3.0,5.0,,,,2.0,,58.0
5,"McLean, Brock",5,2,1,6,1,,,2.0,,2.0,,,,,,3.0,3.0,,,2.0,,,62.0
7,"Miller, Brad",3,4,7,10,,,,3.0,,2.0,1.0,1.0,,,,5.0,5.0,,1.0,1.0,,,59.0
9,"Neitz, David",9,8,1,10,6,2.0,,,,,,3.0,2.0,1.0,2.0,3.0,7.0,1.0,7.0,,,,100.0
8,"Nicholson, Alistair",4,2,5,9,,,,,3.0,,,1.0,,,,6.0,2.0,1.0,,5.0,,,100.0
28,"Read, Phillip",14,5,10,24,,1.0,,2.0,,7.0,5.0,,1.0,,1.0,10.0,15.0,,1.0,1.0,,1.0,95.0
43,"Rigoni, Guy",4,1,6,10,,,,1.0,,1.0,1.0,2.0,,,,2.0,8.0,,,,,,47.0
27,"Rivers, Jared",2,3,5,7,,,,2.0,1.0,,,,,,,1.0,6.0,,,4.0,,,100.0
24,"Robertson, Russell",9,5,2,11,1,1.0,,1.0,,3.0,,1.0,,,,3.0,7.0,,2.0,,2.0,1.0,79.0
19,"Vardy, Peter",7,2,2,9,1,3.0,,1.0,,3.0,,,,,,5.0,4.0,1.0,2.0,1.0,,1.0,63.0
42,"Walsh, Peter",7,3,4,11,2,,,1.0,1.0,3.0,,3.0,1.0,2.0,,3.0,9.0,,,,1.0,1.0,82.0
31,"Wheatley, Paul",10,3,6,16,,,,,6.0,2.0,1.0,2.0,,1.0,,6.0,10.0,,,3.0,,,92.0
45,"Whelan, Matthew",3,2,7,10,,,,5.0,8.0,,,,,,,4.0,6.0,,,3.0,,,100.0
34,"White, Jeff",12,6,13,25,,,13.0,,3.0,6.0,4.0,1.0,3.0,,3.0,7.0,18.0,2.0,,4.0,1.0,,100.0
13,"Yze, Adem",24,8,4,28,,2.0,,3.0,3.0,10.0,4.0,5.0,1.0,1.0,,12.0,16.0,4.0,2.0,2.0,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,80,126,308,12,21.0,21.0,44.0,42.0,57.0,24.0,31.0,15.0,8.0,6.0,124.0,183.0,13.0,23.0,40.0,11.0,7.0,
Opposition,Opposition,163,90,111,274,7,13.0,24.0,54.0,43.0,47.0,20.0,43.0,8.0,15.0,,92.0,179.0,9.0,12.0,50.0,12.0,3.0,
