St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
10,"Baker, Steven",30y 13d,189 (101-2-86 53.97%),34 (0.18),←,
27,"Blake, Jason",29y 81d,172 (97-2-73 56.98%),33 (0.19),←,
16,"Clarke, Raphael",24y 253d,64 (43-0-21 67.19%),6 (0.09),←,
26,"Dal Santo, Nick",26y 102d,179 (107-2-70 60.34%),97 (0.54),←,
40,"Eddy, Robert",22y 148d,26 (21-0-5 80.77%),7 (0.27),←,
25,"Fisher, Sam",27y 329d,129 (84-1-44 65.50%),16 (0.12),←,
15,"Gardiner, Michael",30y 334d,168 (94-2-72 56.55%),106 (0.63),39 (28-0-11 71.79%),19 (0.49)
14,"Geary, Jarryn",21y 346d,34 (26-0-8 76.47%),9 (0.26),←,
19,"Gilbert, Sam",23y 289d,72 (49-1-22 68.75%),12 (0.17),←,
18,"Goddard, Brendon",25y 15d,148 (96-0-52 64.86%),70 (0.47),←,
33,"Gwilt, James",23y 297d,52 (36-0-16 69.23%),18 (0.35),←,
7,"Hayes, Lenny",30y 141d,225 (114-3-108 51.33%),74 (0.33),←,
4,"Jones, Clinton",26y 122d,61 (46-1-14 76.23%),17 (0.28),←,
23,"Koschitzke, Justin",27y 257d,150 (85-1-64 57.00%),180 (1.20),←,
5,"McEvoy, Ben",20y 328d,18 (17-0-1 94.44%),5 (0.28),←,
32,"McQualter, Andrew",23y 360d,70 (48-0-22 68.57%),35 (0.50),←,
44,"Milne, Stephen",30y 88d,199 (108-2-89 54.77%),403 (2.03),←,
11,"Montagna, Leigh",26y 214d,133 (86-1-46 65.04%),80 (0.60),←,
30,"Peake, Brett",26y 334d,83 (41-0-42 49.40%),48 (0.58),8 (7-0-1 87.50%),6 (0.75)
22,"Ray, Farren",24y 73d,110 (65-1-44 59.55%),39 (0.35),35 (30-0-5 85.71%),7 (0.20)
13,"Schneider, Adam",26y 23d,152 (99-1-52 65.46%),176 (1.16),54 (39-0-15 72.22%),77 (1.43)
28,"Stanley, Rhys",19y 185d,3 (3-0-0 100.00%),2 (0.67),←,
Totals,Totals,25y 313d,2437 (1466-20-951 60.16%),1467 (0.60),,
C,"Lyon, Ross",43y 208d,83 (55-1-27 66.87%),,←,
