Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ballantyne, Jon",,,,,,,,,,,,,,,,,,,,,,,
3,"Brereton, Dermott",6,3,4,10,,2.0,,3.0,,,,,,1.0,,,,,,,,,
5,"Buckley, Nathan",13,8,7,20,,,,,,,,,,,,,,,,,,,
17,"Burns, Scott",7,3,5,12,,,,1.0,,,,,,1.0,,,,,,,,,
28,"Crosisca, Gavin",15,10,8,23,,1.0,1.0,2.0,,,,,,3.0,,,,,,,,,
43,"Curran, Chris",5,,5,10,,,,3.0,,,,,1.0,2.0,,,,,,,,,
2,"Francis, Tony",1,,1,2,,,,,,,,,1.0,,,,,,,,,,
15,"Hassall, Jon",9,4,6,15,1,1.0,,,,,,,1.0,2.0,,,,,,,,,
38,"James, Aaron",9,6,4,13,2,,3.0,2.0,,,,,,,,,,,,,,,
1,"Monkhorst, Damian",5,3,6,11,1,,16.0,,,,,,1.0,1.0,,,,,,,,,
6,"Patterson, Stephen",13,5,7,20,1,,,,,,,,1.0,1.0,,,,,,,,,
4,"Pert, Gary",7,2,3,10,,,1.0,1.0,,,,,,1.0,,,,,,,,,
13,"Richardson, Alan",11,2,2,13,,,,1.0,,,,,,,,,,,,,,,
16,"Richardson, Mark",5,5,6,11,,,3.0,2.0,,,,,,1.0,,,,,,,,,
36,"Rocca, Saverio",5,4,2,7,1,2.0,,,,,,,,1.0,,,,,,,,,
32,"Rowe, Brad",8,1,4,12,,1.0,,2.0,,,,,2.0,,,,,,,,,,
29,"Russell, Scott",14,4,9,23,2,1.0,,2.0,,,,,1.0,,,,,,,,,,
14,"Watson, Shane",15,9,3,18,,,1.0,2.0,,,,,3.0,,,,,,,,,,
27,"Wild, Jason",12,2,3,15,,1.0,,6.0,,,,,,2.0,,,,,,,,,
10,"Williams, Paul",13,4,4,17,4,2.0,,2.0,,,,,1.0,,,,,,,,,,
19,"Wright, Graham",9,6,12,21,1,1.0,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,81,101,283,13,15.0,25.0,30.0,,,,,12.0,16.0,,,,,,,,,
Opposition,Opposition,175,73,115,290,10,19.0,8.0,40.0,,,,,16.0,12.0,6.0,,,,,,,,
