Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",21y 152d,66 (12-0-54 18.18%),8 (0.12),←,
33,"Bailey, Zac",18y 231d,5 (0-0-5 0.00%),2 (0.40),←,
9,"Beams, Dayne",28y 89d,154 (82-2-70 53.90%),152 (0.99),44 (6-0-38 13.64%),34 (0.77)
13,"Berry, Jarrod",20y 96d,24 (3-0-21 12.50%),11 (0.46),←,
23,"Cameron, Charlie",23y 311d,81 (47-1-33 58.64%),102 (1.26),8 (0-0-8 0.00%),15 (1.88)
3,"Christensen, Allen",26y 358d,106 (54-0-52 50.94%),87 (0.82),41 (5-0-36 12.20%),31 (0.76)
26,"Cutler, Tom",23y 81d,51 (11-0-40 21.57%),21 (0.41),←,
41,"Eagles, Matt",28y 92d,2 (0-0-2 0.00%),,←,
27,"Gardiner, Darcy",22y 232d,70 (16-0-54 22.86%),4 (0.06),←,
30,"Hipwood, Eric",20y 241d,38 (7-0-31 18.42%),51 (1.34),←,
2,"Hodge, Luke",33y 331d,312 (180-2-130 58.01%),193 (0.62),7 (0-0-7 0.00%),
12,"Martin, Stefan",31y 176d,144 (32-1-111 22.57%),39 (0.27),87 (18-0-69 20.69%),16 (0.18)
6,"McCluggage, Hugh",20y 70d,26 (4-0-22 15.38%),12 (0.46),←,
46,"McInerney, Oscar",23y 306d,3 (0-0-3 0.00%),3 (1.00),←,
25,"McStay, Daniel",22y 322d,66 (13-0-53 19.70%),37 (0.56),←,
16,"Rayner, Cam",18y 203d,8 (0-0-8 0.00%),5 (0.63),←,
10,"Rich, Daniel",27y 339d,169 (52-1-116 31.07%),101 (0.60),←,
18,"Robertson, Nick",22y 343d,54 (7-0-47 12.96%),8 (0.15),←,
5,"Robinson, Mitch",28y 339d,156 (59-1-96 38.14%),82 (0.53),56 (8-0-48 14.29%),24 (0.43)
28,"Taylor, Lewis",23y 84d,93 (18-0-75 19.35%),70 (0.75),←,
29,"Witherden, Alex",19y 244d,17 (2-0-15 11.76%),2 (0.12),←,
15,"Zorko, Dayne",29y 92d,130 (37-0-93 28.46%),148 (1.14),←,
Totals,Totals,24y 149d,1775 (636-8-1131 35.83%),1138 (0.64),,
C,"Fagan, Chris",56y 323d,30 (5-0-25 16.67%),,←,
