Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bennett, Darren",25y 214d,36 (22-0-14 61.11%),111 (3.08),32 (21-0-11 65.63%),104 (3.25)
4,"Campbell, Tony",22y 363d,62 (30-0-32 48.39%),58 (0.94),←,
25,"Eishold, Simon",23y 138d,52 (37-0-15 71.15%),33 (0.63),←,
14,"Grinter, Rod",25y 77d,86 (47-0-39 54.65%),29 (0.34),←,
33,"Healy, Greg",24y 329d,115 (59-0-56 51.30%),142 (1.23),←,
54,"Heaver, Brent",19y 57d,7 (5-0-2 71.43%),10 (1.43),←,
28,"Howat, John",20y 27d,7 (5-0-2 71.43%),5 (0.71),←,
10,"Hughes, Danny",26y 250d,123 (63-0-60 51.22%),21 (0.17),←,
45,"Jackson, Ricky",23y 53d,65 (41-0-24 63.08%),100 (1.54),←,
17,"Lovett, Brett",24y 83d,93 (58-0-35 62.37%),11 (0.12),←,
46,"Mahoney, Mathew",21y 242d,1 (1-0-0 100.00%),,←,
29,"Obst, Andrew",25y 357d,17 (11-0-6 64.71%),7 (0.41),←,
41,"Rohde, Peter",25y 265d,75 (51-0-24 68.00%),10 (0.13),29 (17-0-12 58.62%),4 (0.14)
5,"Spalding, Earl",25y 153d,82 (53-0-29 64.63%),42 (0.51),←,
18,"Stretch, Steven",26y 218d,109 (63-0-46 57.80%),34 (0.31),←,
11,"Stynes, Jim",24y 110d,82 (53-0-29 64.63%),69 (0.84),←,
15,"Tingay, Stephen",19y 363d,31 (21-0-10 67.74%),12 (0.39),←,
26,"Viney, Jay",21y 234d,9 (4-0-5 44.44%),3 (0.33),←,
7,"Wilson, Brian",28y 315d,200 (95-1-104 47.75%),228 (1.14),152 (72-0-80 47.37%),206 (1.36)
8,"Yeats, Graeme",25y 324d,111 (64-0-47 57.66%),32 (0.29),←,
Totals,Totals,24y 26d,1363 (783-1-579 57.45%),957 (0.70),,
C,"Northey, John",47y 43d,138 (71-0-67 51.45%),,116 (65-0-51 56.03%),
