Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",31y 30d,252 (144-0-108 57.14%),215 (0.85),129 (60-0-69 46.51%),95 (0.74)
36,"Browne, Andrew",22y 321d,19 (8-0-11 42.11%),6 (0.32),←,
2,"Carr, Josh",26y 336d,151 (102-1-48 67.88%),80 (0.53),46 (25-0-21 54.35%),20 (0.43)
15,"Crowley, Ryan",23y 26d,32 (19-0-13 59.38%),31 (0.97),←,
25,"Dodd, Steven",23y 284d,44 (24-0-20 54.55%),1 (0.02),←,
41,"Duffield, Paul",22y 54d,8 (3-0-5 37.50%),2 (0.25),←,
14,"Grover, Antoni",27y 20d,109 (50-0-59 45.87%),14 (0.13),←,
4,"Hasleby, Paul",25y 292d,147 (62-0-85 42.18%),93 (0.63),←,
43,"Hayden, Roger",26y 112d,59 (34-0-25 57.63%),5 (0.08),←,
11,"Headland, Des",26y 69d,130 (84-0-46 64.62%),128 (0.98),78 (44-0-34 56.41%),76 (0.97)
20,"Longmuir, Justin",26y 69d,138 (59-0-79 42.75%),166 (1.20),←,
8,"McManus, Shaun",31y 50d,196 (78-0-118 39.80%),84 (0.43),←,
18,"McPharlin, Luke",25y 120d,93 (53-0-40 56.99%),63 (0.68),81 (45-0-36 55.56%),60 (0.74)
16,"Mundy, David",21y 254d,43 (25-0-18 58.14%),2 (0.05),←,
28,"Murphy, Ryan",21y 311d,25 (14-0-11 56.00%),31 (1.24),←,
23,"Parker, Shane",34y 41d,232 (93-0-139 40.09%),10 (0.04),←,
29,"Pavlich, Matthew",25y 90d,154 (69-0-85 44.81%),245 (1.59),←,
7,"Peake, Brett",23y 269d,30 (19-0-11 63.33%),15 (0.50),←,
31,"Sandilands, Aaron",24y 115d,79 (47-0-32 59.49%),21 (0.27),←,
6,"Solomon, Dean",27y 81d,159 (92-1-66 58.18%),58 (0.36),1 (0-0-1 0.00%),2 (2.00)
17,"Tarrant, Chris",26y 194d,162 (75-0-87 46.30%),301 (1.86),1 (0-0-1 0.00%),2 (2.00)
19,"Walker, James",28y 75d,142 (57-0-85 40.14%),13 (0.09),←,
Totals,Totals,25y 345d,2404 (1211-2-1191 50.37%),1584 (0.66),,
C,"Connolly, Chris",44y 6d,116 (62-0-54 53.45%),,115 (61-0-54 53.04%),
